minute,perf_rapl,igpm,x_rest
1323,39.405945945945945,63.17285111084818,23.766905164902234
1324,42.564166666666665,67.83443156554684,25.270264898880175
1325,44.00566666666667,70.38301765816342,26.37735099149676
1326,42.66616666666666,67.97158095030014,25.305414283633475
1327,45.9865,72.53607770907361,26.549577709073606
1328,38.35733333333334,63.69760618242484,25.34027284909151
1329,42.79866666666667,68.74122260059625,25.94255593392957
1330,39.82516666666667,63.944057652127576,24.118890985460908
1331,46.527833333333334,73.72812292603331,27.20028959269997
1332,47.36583333333333,74.7844432276498,27.41860989431648
1333,38.81616666666666,63.36644953680198,24.55028287013532
1334,32.56294117647059,54.32788516138256,21.764943984911973
