minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1340,0.8139384166666667,3.8000464000000003,0.8253334
1341,0.4866952166666667,2.70262415,0.6577493333333332
1342,0.7852528333333336,4.445529366666666,0.6287481
1343,0.7090793500000002,3.781721833333334,0.5985366
1344,0.9403063333333334,3.5052852999999997,0.5510794833333335
1345,0.5397049833333334,4.103478833333334,0.7098949833333333
1346,0.7127887666666666,3.317059316666666,0.6021131666666667
1347,0.8292638999999998,4.4555667,0.955381383333333
1348,0.5788968333333334,4.5789637999999995,0.7421283666666665
1349,0.8054430000000001,3.521935683333333,0.8269273333333333
1350,0.5518701333333332,3.3683972999999994,0.8305709166666667
