minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1340,4.709519981348714,4.426629825957442,4.7073463187662705
1341,4.293997431765264,2.8165921370561877,4.1211749570271605
1342,4.42118945758846,3.099535281486512,4.496080438470051
1343,4.284119204868883,2.6488016120024582,4.3607059583574985
1344,4.392186734813156,3.6228725253727254,4.568979428295218
1345,4.60979522127737,3.6078202858182915,4.5235825463509265
1346,4.525154358006572,3.7663033251549334,4.568543041988016
1347,4.795742536535481,4.715454142365761,4.792069350936689
1348,4.7867712384826016,4.615933611469351,4.775951937188945
1349,4.709190462789206,4.447386439372411,4.70587376769659
1350,4.473498695272156,3.252171879004081,4.292619315896287
