minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1340,1.45,4.266666666666667,1.4166666666666667
1341,0.8666666666666667,3.066666666666667,1.15
1342,1.35,5.016666666666667,1.1333333333333333
1343,1.1666666666666667,4.233333333333333,1.0333333333333334
1344,1.55,3.966666666666667,1.05
1345,0.9666666666666667,4.6,1.2333333333333334
1346,1.2166666666666666,3.75,1.0666666666666667
1347,1.3666666666666667,4.966666666666667,1.5833333333333333
1348,1.0166666666666666,5.166666666666667,1.3
1349,1.35,3.95,1.4333333333333333
1350,1.0,3.7333333333333334,1.4333333333333333
