seconds,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
72220,22.54,11.71,195538719.0,139.0,81794416628.0,30500718.0,0.13431928333333334,8.0,48.990024,3.12,1.0,5.7,116.46000000000001
72221,21.05,9.54,260925108.0,143.0,81824917346.0,39191314.0,0.15100801666666666,9.0,30.500718,3.12,1.0,5.5,121.95
72222,29.95,21.76,2815384140.0,121.0,81864108660.0,39199908.0,0.1676834,10.0,39.191314,3.12,0.0,5.1,91.05
72223,24.1,15.17,1592367656.0,133.0,81903308568.0,31854957.0,0.1843632,11.0,39.199908,3.12,0.0,4.9,108.9
72224,20.11,8.05,122186600.0,139.0,81935163525.0,31127010.0,0.2010437,12.0,31.854957,2.95,2.0,4.6,118.89
72225,21.26,10.86,252304806.0,113.0,81966290535.0,29370186.0,0.21772203333333331,13.0,31.12701,2.95,2.0,4.5,91.74
72226,20.49,8.91,204071821.0,118.0,81995660721.0,30222793.0,0.23440423333333332,14.0,29.370186,2.95,0.0,4.2,97.51
72227,20.14,8.8,122807907.0,100.0,82025883514.0,29475566.0,0.2510860833333333,15.0,30.222793,2.95,0.0,4.1,79.86
72228,20.12,7.83,186758358.0,103.0,82055359080.0,29004888.0,0.26776618333333335,16.0,29.475566,2.71,0.0,4.0,82.88
72229,20.32,8.56,184701985.0,100.0,82084363968.0,30107718.0,0.2844478833333334,17.0,29.004888,2.71,0.0,3.8,79.68
72230,20.2,8.51,122547631.0,96.0,82114471686.0,29327828.0,0.3011247166666667,18.0,30.107718,2.71,0.0,3.8,75.8
72231,20.45,9.06,188513494.0,96.0,82143799514.0,29867011.0,0.3178031833333333,19.0,29.327828,2.71,0.0,3.6,75.55
72232,19.92,7.65,120836542.0,96.0,82173666525.0,29709043.0,0.33448344999999996,20.0,29.867011,2.71,0.0,3.5,76.08
72233,20.43,8.6,185305549.0,97.0,82203375568.0,29335244.0,0.35116216666666666,21.0,29.709043,2.71,0.0,3.5,76.57
72234,20.48,8.82,192160596.0,100.0,82232710812.0,29915329.0,0.3678414,22.0,29.335244,2.58,0.0,3.4,79.52
72235,20.13,7.57,120224566.0,94.0,82262626141.0,30051630.0,0.3845199833333333,23.0,29.915329,2.58,0.0,3.4,73.87
72236,20.4,8.53,195502304.0,91.0,82292677771.0,29102137.0,0.4012000333333334,24.0,30.05163,2.58,0.0,3.3,70.6
72237,20.32,8.14,186005220.0,102.0,82321779908.0,29742268.0,0.41787833333333335,25.0,29.102137,2.58,0.0,3.2,81.68
72238,19.98,7.96,120241189.0,104.0,82351522176.0,29918178.0,0.43455520000000003,26.0,29.742268,2.37,0.0,3.2,84.02
72239,20.4,8.63,187067567.0,105.0,82381440354.0,29167892.0,0.4512362833333333,27.0,29.918178,2.37,0.0,3.2,84.6
72240,20.25,8.1,187860665.0,101.0,82410608246.0,29637423.0,0.4679156333333333,28.0,29.167892,2.37,0.0,3.1,80.75
72241,20.01,7.47,118796386.0,97.0,82440245669.0,30125727.0,0.48459559999999996,29.0,29.637423,2.37,0.0,3.0,76.99
72242,20.73,9.61,186773488.0,101.0,82470371396.0,29635837.0,0.5012761333333333,30.0,30.125727,2.37,0.0,3.0,80.27
72243,20.41,8.94,187585622.0,94.0,82500007233.0,29701597.0,0.5179572333333333,31.0,29.635837,2.37,0.0,3.0,73.59
72244,19.93,7.53,120571326.0,97.0,82529708830.0,29058406.0,0.5346379166666666,32.0,29.701597,2.26,0.0,2.9,77.07
72245,20.34,8.2,186872575.0,90.0,82558767236.0,30071172.0,0.55131705,33.0,29.058406,2.26,0.0,2.9,69.66
72246,20.48,9.17,196749912.0,89.0,82588838408.0,29621720.0,0.5679987833333333,34.0,30.071172,2.26,0.0,2.9,68.52
72247,20.09,8.1,119502791.0,97.0,82618460128.0,29683178.0,0.5846783,35.0,29.62172,2.26,0.0,2.8,76.91
72248,20.55,9.43,187983343.0,98.0,82648143306.0,29808334.0,0.6013584666666667,36.0,29.683178,2.16,0.0,2.8,77.45
72249,20.33,8.84,184290373.0,101.0,82677951640.0,29990726.0,0.6180387833333333,37.0,29.808334,2.16,0.0,2.8,80.67
72250,20.21,8.68,124090798.0,104.0,82707942366.0,29342691.0,0.634718,38.0,29.990726,2.16,0.0,2.8,83.78999999999999
72251,20.5,8.45,185333008.0,96.0,82737285057.0,29974403.0,0.6513997333333333,39.0,29.342691,2.16,0.0,2.8,75.5
72252,19.91,7.74,122395963.0,98.0,82767259460.0,29561788.0,0.668077,40.0,29.974403,2.16,0.0,2.7,78.09
72253,20.45,8.95,184005826.0,89.0,82796821248.0,29582286.0,0.6847571666666668,41.0,29.561788,2.16,0.0,2.7,68.55
72254,20.32,8.56,186321677.0,97.0,82826403534.0,29573046.0,0.7014362333333334,42.0,29.582286,1.99,0.0,2.7,76.68
