,exec_time,exec_time
,mean,std
fqdn,,
dd-0-0.0.1,1.8302958014705883,0.8462230574240027
image_processing-0-0.0.1,2.2111660131578947,2.108778906371883
pyaes-0-0.0.1,1.615386116438356,0.25352801252494445
video_processing-0-0.0.1,7.780414134615385,1.460691717635856
