minute,perf_rapl,ipmi,x_rest
1184,98.75071428571428,245.10714285714286,146.35642857142855
1185,100.45066666666666,246.31666666666666,145.86599999999999
1186,104.83016666666666,249.75,144.91983333333334
1187,102.45166666666667,248.58333333333334,146.13166666666666
1188,102.19333333333334,246.8,144.60666666666665
1189,98.54166666666667,243.56666666666666,145.025
1190,99.741,244.98333333333332,145.24233333333333
1191,109.52135593220339,256.728813559322,147.20745762711863
1192,104.23700000000001,249.13333333333333,144.89633333333333
1193,99.68233333333333,243.31666666666666,143.63433333333333
1194,102.86066666666667,249.4,146.53933333333333
1195,102.33696428571429,247.625,145.2880357142857
