minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1182,,,,,
1184,,6.214163269786966,6.674800789600449,9.751673526300433,5.420035548830344
1185,,6.142919629664977,7.344075890465081,9.422852538525161,5.354260989491504
1186,,6.0326213767400345,6.415229225510215,6.625749222890039,4.196453220714582
1187,,6.169666393672799,8.302010873058686,9.608689858440393,5.13891907405213
1188,,6.752197782875111,7.807706009563489,9.210458126030145,5.398875020565495
1189,,5.912264300045928,8.453529872710217,10.47771544622392,5.355855376577021
1190,,6.480137508099921,7.351719384598359,8.965226707492457,4.046073255153582
1191,,4.988551682159812,7.69789220160892,10.03870110985877,4.709686307551697
1192,,5.47079566973375,7.233572665628706,9.173797930834285,5.054556888239205
1193,,5.2877427625514075,7.114094460337541,9.701855149506697,5.4828834955798325
1194,,4.7916965017905335,7.26654747207633,8.106422932495661,4.997567603649222
1195,,5.134028252248844,8.19284100553758,11.169519717094408,6.554584196778319
