timestamp,ipmi
2023-04-10 12:57:01.883547433,124
2023-04-10 12:57:02.889009454,125
2023-04-10 12:57:03.890208607,97
2023-04-10 12:57:04.885235547,116
2023-04-10 12:57:05.887198352,145
2023-04-10 12:57:06.887613947,138
2023-04-10 12:57:07.887897649,118
2023-04-10 12:57:08.88827556,109
2023-04-10 12:57:09.888506894,91
2023-04-10 12:57:10.888667336,97
2023-04-10 12:57:11.89511202,91
2023-04-10 12:57:12.893081463,105
2023-04-10 12:57:13.894380038,92
2023-04-10 12:57:14.892461021,93
2023-04-10 12:57:15.892687578,104
2023-04-10 12:57:16.893606327,104
2023-04-10 12:57:17.894553348,98
2023-04-10 12:57:18.895014213,95
2023-04-10 12:57:19.895598622,94
2023-04-10 12:57:20.89572847,106
2023-04-10 12:57:21.903837286,93
2023-04-10 12:57:22.898388996,98
2023-04-10 12:57:23.898878601,102
2023-04-10 12:57:24.899031196,105
2023-04-10 12:57:25.910275335,106
2023-04-10 12:57:26.901005703,101
2023-04-10 12:57:27.901951985,95
2023-04-10 12:57:28.91101883,104
2023-04-10 12:57:29.903106093,92
2023-04-10 12:57:30.92964363,96
2023-04-10 12:57:31.905471701,92
2023-04-10 12:57:32.906499245,95
2023-04-10 12:57:33.907016134,104
2023-04-10 12:57:34.907113564,105
2023-04-10 12:57:35.951296334,110
2023-04-10 12:57:36.912131066,108
2023-04-10 12:57:37.908788924,92
2023-04-10 12:57:38.912358798,95
2023-04-10 12:57:39.916503511,90
2023-04-10 12:57:40.910962709,97
2023-04-10 12:57:41.911294335,94
2023-04-10 12:57:42.918029023,100
2023-04-10 12:57:43.912276467,110
2023-04-10 12:57:44.921795753,104
2023-04-10 12:57:45.915333354,93
2023-04-10 12:57:46.914036655,95
2023-04-10 12:57:47.91499763,91
2023-04-10 12:57:48.918554953,109
2023-04-10 12:57:49.920382314,94
2023-04-10 12:57:50.916719772,97
2023-04-10 12:57:51.918977668,102
2023-04-10 12:57:52.917779277,103
2023-04-10 12:57:53.918899541,105
2023-04-10 12:57:54.918987279,106
2023-04-10 12:57:55.920637108,106
2023-04-10 12:57:56.922333423,105
2023-04-10 12:57:57.922481406,90
2023-04-10 12:57:58.929953056,96
2023-04-10 12:57:59.92275482,94
2023-04-10 12:58:00.92497294,98
2023-04-10 12:58:01.923062478,100
2023-04-10 12:58:02.925042816,97
2023-04-10 12:58:03.925773226,98
2023-04-10 12:58:04.926639264,104
2023-04-10 12:58:05.927259631,92
2023-04-10 12:58:06.927528536,97
2023-04-10 12:58:07.929434226,91
2023-04-10 12:58:08.928309287,116
2023-04-10 12:58:09.930481709,125
2023-04-10 12:58:10.932515341,124
2023-04-10 12:58:11.931359503,131
2023-04-10 12:58:12.931286568,151
2023-04-10 12:58:13.932165763,188
2023-04-10 12:58:14.941106584,207
2023-04-10 12:58:15.941220403,210
2023-04-10 12:58:16.942457515,215
2023-04-10 12:58:17.931312922,220
2023-04-10 12:58:18.941654387,223
2023-04-10 12:58:19.941413498,224
2023-04-10 12:58:20.940752041,220
2023-04-10 12:58:21.94158364,216
2023-04-10 12:58:22.941860994,211
2023-04-10 12:58:23.941174084,209
2023-04-10 12:58:24.942006213,222
2023-04-10 12:58:25.942910371,219
2023-04-10 12:58:26.949117884,214
2023-04-10 12:58:28.942159971,199
2023-04-10 12:58:29.942748629,196
2023-04-10 12:58:30.943188875,194
2023-04-10 12:58:31.943436388,200
2023-04-10 12:58:32.942690115,209
2023-04-10 12:58:33.94483308,207
2023-04-10 12:58:34.944385731,201
2023-04-10 12:58:35.953890804,201
2023-04-10 12:58:36.949765819,200
2023-04-10 12:58:37.946322654,212
2023-04-10 12:58:38.946999674,217
2023-04-10 12:58:39.947303439,208
2023-04-10 12:58:40.947865939,202
2023-04-10 12:58:41.9480842,208
2023-04-10 12:58:42.953302336,216
2023-04-10 12:58:43.950732862,209
2023-04-10 12:58:44.953597635,105
2023-04-10 12:58:45.949628582,96
2023-04-10 12:58:46.950477251,178
2023-04-10 12:58:47.951875156,208
2023-04-10 12:58:48.952176441,205
2023-04-10 12:58:49.954062865,198
2023-04-10 12:58:50.954773699,192
2023-04-10 12:58:51.954852564,175
2023-04-10 12:58:52.955376764,101
2023-04-10 12:58:53.963568252,93
2023-04-10 12:58:54.955462294,201
2023-04-10 12:58:55.955684847,201
2023-04-10 12:58:56.955911624,199
2023-04-10 12:58:57.955275487,200
2023-04-10 12:58:58.955420828,202
2023-04-10 12:58:59.95520618,204
2023-04-10 12:59:00.956355486,208
2023-04-10 12:59:01.958979094,219
2023-04-10 12:59:02.962782444,223
2023-04-10 12:59:03.957950007,194
2023-04-10 12:59:04.96027702,205
2023-04-10 12:59:05.959520993,212
2023-04-10 12:59:06.962827538,205
2023-04-10 12:59:07.959464228,193
2023-04-10 12:59:08.96021453,189
2023-04-10 12:59:09.960697074,200
2023-04-10 12:59:10.963509019,207
2023-04-10 12:59:11.967074136,201
2023-04-10 12:59:12.96237163,201
2023-04-10 12:59:13.965153343,201
2023-04-10 12:59:14.964586395,134
2023-04-10 12:59:15.965898242,116
2023-04-10 12:59:16.979221495,131
2023-04-10 12:59:17.964676246,174
2023-04-10 12:59:18.965290583,201
2023-04-10 12:59:19.966203857,196
2023-04-10 12:59:20.968369748,202
2023-04-10 12:59:21.969177168,201
2023-04-10 12:59:22.968229237,196
2023-04-10 12:59:23.971047897,200
2023-04-10 12:59:24.970169399,205
2023-04-10 12:59:25.970117053,208
2023-04-10 12:59:26.970870488,208
2023-04-10 12:59:27.971429818,184
2023-04-10 12:59:28.972299365,123
2023-04-10 12:59:29.976959523,201
2023-04-10 12:59:30.982193184,213
2023-04-10 12:59:31.973813365,206
2023-04-10 12:59:32.974124422,213
2023-04-10 12:59:33.976813452,215
2023-04-10 12:59:34.976169243,157
2023-04-10 12:59:35.975516405,131
2023-04-10 12:59:36.977139039,159
2023-04-10 12:59:37.976941751,201
2023-04-10 12:59:38.987948723,203
2023-04-10 12:59:39.985820498,201
2023-04-10 12:59:40.98071172,209
2023-04-10 12:59:41.981779089,203
2023-04-10 12:59:42.981369888,144
2023-04-10 12:59:43.982121495,164
2023-04-10 12:59:44.983122218,202
2023-04-10 12:59:45.987054198,202
2023-04-10 12:59:46.988662307,201
2023-04-10 12:59:47.988630466,201
2023-04-10 12:59:48.995190821,173
2023-04-10 12:59:49.989347747,201
2023-04-10 12:59:50.988400001,199
2023-04-10 12:59:51.989034004,132
2023-04-10 12:59:52.989086533,119
2023-04-10 12:59:53.989325902,155
2023-04-10 12:59:54.990551633,208
2023-04-10 12:59:55.990550754,207
2023-04-10 12:59:56.991797541,197
2023-04-10 12:59:57.991734139,193
2023-04-10 12:59:59.002118358,192
2023-04-10 12:59:59.993007041,192
2023-04-10 13:00:00.994544523,200
2023-04-10 13:00:01.995198586,203
2023-04-10 13:00:02.999719537,176
2023-04-10 13:00:03.997148802,160
2023-04-10 13:00:04.995614896,198
2023-04-10 13:00:05.997778644,199
2023-04-10 13:00:06.99819022,192
2023-04-10 13:00:08.003742486,195
2023-04-10 13:00:08.998394154,194
2023-04-10 13:00:09.998717567,127
2023-04-10 13:00:10.999264353,112
2023-04-10 13:00:12.000485482,115
2023-04-10 13:00:12.999595267,114
2023-04-10 13:00:14.007189288,128
2023-04-10 13:00:15.001028945,201
2023-04-10 13:00:16.002286301,201
2023-04-10 13:00:17.00647801,201
2023-04-10 13:00:18.002792611,199
2023-04-10 13:00:19.004404845,201
2023-04-10 13:00:20.003640566,209
2023-04-10 13:00:21.003224434,206
2023-04-10 13:00:22.003536334,202
2023-04-10 13:00:23.004568583,202
2023-04-10 13:00:24.005271253,201
2023-04-10 13:00:25.005979005,202
2023-04-10 13:00:26.016185245,192
2023-04-10 13:00:27.011136006,192
2023-04-10 13:00:28.009324825,129
2023-04-10 13:00:29.008715675,111
2023-04-10 13:00:30.011235796,129
2023-04-10 13:00:31.01021039,123
2023-04-10 13:00:32.01153168,103
2023-04-10 13:00:33.011551218,112
2023-04-10 13:00:34.012631903,106
2023-04-10 13:00:35.019361,126
2023-04-10 13:00:36.013151602,94
2023-04-10 13:00:37.023024814,172
2023-04-10 13:00:38.017554785,200
2023-04-10 13:00:39.014966612,208
2023-04-10 13:00:40.016504528,204
2023-04-10 13:00:41.016428851,174
2023-04-10 13:00:42.016889604,113
2023-04-10 13:00:43.026765195,198
2023-04-10 13:00:44.02197809,201
2023-04-10 13:00:45.018927366,192
2023-04-10 13:00:46.018247962,193
2023-04-10 13:00:47.020431168,198
2023-04-10 13:00:48.020195074,202
2023-04-10 13:00:49.021185096,202
2023-04-10 13:00:50.021806474,204
2023-04-10 13:00:51.022569643,208
2023-04-10 13:00:52.022718534,202
2023-04-10 13:00:53.024987753,198
2023-04-10 13:00:54.028885531,201
2023-04-10 13:00:55.026113297,199
2023-04-10 13:00:56.026367002,191
2023-04-10 13:00:57.02671647,144
2023-04-10 13:00:58.027002483,114
2023-04-10 13:00:59.03160132,119
2023-04-10 13:01:00.030346961,142
2023-04-10 13:01:01.026370812,207
2023-04-10 13:01:02.028971108,207
2023-04-10 13:01:03.048756592,209
2023-04-10 13:01:04.032770622,203
2023-04-10 13:01:05.031446752,197
2023-04-10 13:01:06.032237352,140
2023-04-10 13:01:07.0316789,118
2023-04-10 13:01:08.032551629,161
2023-04-10 13:01:09.033621047,192
2023-04-10 13:01:10.034309009,193
2023-04-10 13:01:11.042712771,183
2023-04-10 13:01:12.050581738,105
2023-04-10 13:01:13.041962036,176
2023-04-10 13:01:14.042119624,200
2023-04-10 13:01:15.041837684,200
2023-04-10 13:01:16.042080909,196
2023-04-10 13:01:17.042464626,201
2023-04-10 13:01:18.041852422,208
2023-04-10 13:01:19.042328814,181
2023-04-10 13:01:20.042253787,115
2023-04-10 13:01:21.04618335,102
2023-04-10 13:01:22.042823168,95
2023-04-10 13:01:23.042146338,100
2023-04-10 13:01:24.04236291,169
2023-04-10 13:01:25.043540004,199
2023-04-10 13:01:26.042630081,153
2023-04-10 13:01:27.045523092,135
2023-04-10 13:01:28.05171409,201
2023-04-10 13:01:29.044728618,207
2023-04-10 13:01:30.046250427,202
2023-04-10 13:01:31.050943522,197
2023-04-10 13:01:32.04702591,201
2023-04-10 13:01:33.048438612,165
2023-04-10 13:01:34.048947129,185
2023-04-10 13:01:35.051428624,201
2023-04-10 13:01:36.049363339,198
2023-04-10 13:01:37.05003702,193
