timestamp,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,cpu_time_process,x_rest
2023-08-28 18:32:12.008364,21.76,9.81,189034727.0,105.0,154544316536,29140225,0.13422008333333332,8,52.38696,2.3,1.0,5.0,00:00:00,83.24
2023-08-28 18:32:13.015530,24.77,13.94,1194749430.0,108.0,154573456761,42186471,0.15090116666666667,9,29.140225,2.3,1.0,4.8,00:00:00,83.23
2023-08-28 18:32:14.022270,27.52,20.9,2690033198.0,87.0,154615643232,35846649,0.16757846666666668,10,42.186471,2.3,1.0,4.5,00:00:00,59.480000000000004
2023-08-28 18:32:15.028663,21.84,10.78,740828185.0,134.0,154651489881,30503077,0.18425563333333334,11,35.846649,2.27,1.0,4.3,00:00:00,112.16
2023-08-28 18:32:16.035826,20.34,7.92,182760358.0,132.0,154681992958,30373250,0.2009362,12,30.503077,2.27,1.0,4.2,00:00:00,111.66
2023-08-28 18:32:17.043240,20.3,8.62,178452703.0,112.0,154712366208,29859480,0.21761453333333333,13,30.37325,2.27,0.0,4.2,00:00:00,91.7
2023-08-28 18:32:18.050342,20.4,8.45,187741542.0,101.0,154742225688,29201327,0.23429308333333332,14,29.85948,2.27,0.0,4.0,00:00:00,80.6
2023-08-28 18:32:19.057436,20.33,8.74,183385798.0,95.0,154771427015,29635360,0.2509725,15,29.201327,2.17,0.0,4.0,00:00:00,74.67
2023-08-28 18:32:20.064667,19.91,7.01,118662748.0,97.0,154801062375,29766417,0.26765174999999997,16,29.63536,2.17,0.0,3.8,00:00:00,77.09
2023-08-28 18:32:21.071810,20.37,8.07,190332672.0,102.0,154830828792,29071917,0.2843312333333333,17,29.766417,2.17,0.0,3.7,00:00:00,81.63
2023-08-28 18:32:22.079025,20.42,8.32,184964856.0,97.0,154859900709,29875195,0.30100953333333336,18,29.071917,2.17,0.0,3.6,00:00:00,76.58
2023-08-28 18:32:23.086189,19.9,7.15,115949740.0,89.0,154889775904,29869956,0.3176875666666667,19,29.875195,2.17,0.0,3.5,00:00:00,69.1
2023-08-28 18:32:24.093508,20.34,8.73,185098091.0,89.0,154919645860,28865020,0.33436578333333333,20,29.869956,2.17,0.0,3.4,00:00:00,68.66
2023-08-28 18:32:25.100479,20.18,7.69,179823680.0,100.0,154948510880,29946480,0.3510444833333333,21,28.86502,2.08,0.0,3.4,00:00:00,79.82
2023-08-28 18:32:26.107500,20.05,7.4,120281823.0,104.0,154978457360,29308276,0.36772208333333334,22,29.94648,2.08,0.0,3.3,00:00:00,83.95
2023-08-28 18:32:27.114708,20.12,7.52,181271553.0,102.0,155007765636,29150680,0.38440008333333336,23,29.308276,2.08,0.0,3.3,00:00:00,81.88
2023-08-28 18:32:28.121928,20.28,8.1,181558236.0,97.0,155036916316,29841686,0.4010795,24,29.15068,2.08,0.0,3.2,00:00:00,76.72
2023-08-28 18:32:29.128954,19.86,7.81,119030073.0,95.0,155066758002,28852872,0.4177582166666667,25,29.841686,1.99,0.0,3.2,00:00:00,75.14
2023-08-28 18:32:30.136069,20.28,7.98,182376891.0,102.0,155095610874,29621115,0.4344370166666666,26,28.852872,1.99,0.0,3.1,00:00:00,81.72
2023-08-28 18:32:31.143286,19.8,7.34,125413171.0,92.0,155155251536,28955488,0.46779471666666667,28,30.019547,1.99,0.0,3.1,00:00:00,72.2
2023-08-28 18:32:32.150389,20.5,8.4,186585869.0,95.0,155184207024,29568960,0.48447376666666664,29,28.955488,1.99,0.0,3.0,00:00:00,74.5
2023-08-28 18:32:33.157661,20.26,8.03,181364379.0,109.0,155213775984,30572598,0.5011544333333333,30,29.56896,1.99,0.0,3.0,00:00:00,88.74
2023-08-28 18:32:34.164702,19.82,7.18,118453296.0,100.0,155244348582,29106296,0.5178333166666667,31,30.572598,1.99,0.0,3.0,00:00:00,80.18
2023-08-28 18:32:35.171725,20.91,9.74,190704106.0,108.0,155273454878,29755612,0.5345120666666666,32,29.106296,1.91,0.0,2.9,00:00:01,87.09
2023-08-28 18:32:36.178941,20.43,8.45,183286245.0,111.0,155303210490,29992878,0.5511913666666667,33,29.755612,1.91,0.0,2.9,00:00:01,90.57
2023-08-28 18:32:37.186191,19.77,6.87,116568755.0,103.0,155333203368,29024175,0.5678712833333334,34,29.992878,1.91,0.0,2.9,00:00:01,83.23
2023-08-28 18:32:38.193373,20.54,8.74,184593153.0,96.0,155362227543,29985651,0.5845510333333334,35,29.024175,1.91,0.0,2.8,00:00:01,75.46000000000001
2023-08-28 18:32:39.200732,20.3,8.38,180153745.0,95.0,155392213194,30007800,0.6012312333333334,36,29.985651,1.84,0.0,2.8,00:00:01,74.7
2023-08-28 18:32:40.207802,20.1,7.93,121280867.0,94.0,155422220994,29447094,0.6179105,37,30.0078,1.84,0.0,2.8,00:00:01,73.9
2023-08-28 18:32:41.215046,20.6,8.85,191898225.0,93.0,155451668088,29491447,0.6345896333333333,38,29.447094,1.84,0.0,2.8,00:00:01,72.4
2023-08-28 18:32:42.222231,20.36,8.34,184826710.0,95.0,155481159535,29122389,0.6512689500000001,39,29.491447,1.84,0.0,2.7,00:00:01,74.64
2023-08-28 18:32:43.229368,19.67,6.62,115908502.0,90.0,155510281924,29505460,0.6679479500000001,40,29.122389,1.84,0.0,2.7,00:00:01,70.33
2023-08-28 18:32:44.236223,20.27,8.1,183032542.0,100.0,155539787384,29415709,0.6846267333333333,41,29.50546,1.84,0.0,2.7,00:00:01,79.73
2023-08-28 18:32:45.243283,20.22,8.24,182143946.0,103.0,155569203093,28944247,0.7013051833333334,42,29.415709,1.77,0.0,2.7,00:00:01,82.78
2023-08-28 18:32:46.250425,19.8,7.06,119413351.0,98.0,155598147340,29799917,0.7179842333333333,43,28.944247,1.77,0.0,2.6,00:00:01,78.2
2023-08-28 18:32:47.257725,20.25,7.93,180322298.0,93.0,155627947257,29490787,0.73466355,44,29.799917,1.77,0.0,2.6,00:00:01,72.75
2023-08-28 18:32:48.264940,20.34,7.98,184771083.0,94.0,155657438044,29124331,0.7513430166666667,45,29.490787,1.77,0.0,2.6,00:00:01,73.66
2023-08-28 18:32:49.272125,19.76,7.51,116609652.0,97.0,155686562375,29543925,0.7680230333333333,46,29.124331,1.71,0.0,2.6,00:00:01,77.24
2023-08-28 18:32:50.279267,20.28,8.3,184704658.0,96.0,155716106300,29835020,0.7847022,47,29.543925,1.71,0.0,2.6,00:00:01,75.72
2023-08-28 18:32:51.286339,19.92,7.38,125761960.0,89.0,155745941320,28732664,0.8013817333333333,48,29.83502,1.71,0.0,2.6,00:00:01,69.08
2023-08-28 18:32:52.293390,20.22,8.17,184579273.0,98.0,155774673984,29202664,0.8180611,49,28.732664,1.71,0.0,2.5,00:00:01,77.78
2023-08-28 18:32:53.300620,19.95,7.37,180247666.0,100.0,155803876648,29933911,0.8347403833333333,50,29.202664,1.71,0.0,2.5,00:00:01,80.05
2023-08-28 18:32:54.307855,19.85,7.01,118786017.0,101.0,155833810559,28776673,0.8514195999999999,51,29.933911,1.71,0.0,2.5,00:00:01,81.15
2023-08-28 18:32:55.315123,20.24,8.19,181785438.0,98.0,155862587232,29686620,0.8680983,52,28.776673,1.65,0.0,2.5,00:00:01,77.76
2023-08-28 18:32:56.322278,20.31,8.14,184079975.0,98.0,155892273852,29443287,0.8847747166666667,53,29.68662,1.65,0.0,2.5,00:00:01,77.69
2023-08-28 18:32:57.329761,19.75,6.99,118195118.0,101.0,155921717139,28875651,0.9014532166666667,54,29.443287,1.65,0.0,2.5,00:00:01,81.25
2023-08-28 18:32:58.336845,20.18,8.15,182985180.0,93.0,155950592790,29267520,0.9181322333333333,55,28.875651,1.65,0.0,2.5,00:00:01,72.82
2023-08-28 18:32:59.343890,19.92,7.47,180711362.0,93.0,155979860310,29299026,0.9348122,56,29.26752,1.6,0.0,2.5,00:00:01,73.08
2023-08-28 18:33:00.351007,19.94,7.33,119275962.0,91.0,156009159336,29191503,0.9514906,57,29.299026,1.6,0.0,2.5,00:00:01,71.06
2023-08-28 18:33:01.358061,20.05,7.72,190444080.0,97.0,156038350839,29520811,0.9681697499999999,58,29.191503,1.6,0.0,2.5,00:00:01,76.95
2023-08-28 18:33:02.365306,20.24,8.19,183332592.0,94.0,156067871650,28887260,0.9848490166666667,59,29.520811,1.6,0.0,2.4,00:00:01,73.76
2023-08-28 18:33:03.372560,19.74,6.74,116193522.0,98.0,156096758910,29571790,1.0015285166666665,60,28.88726,1.6,0.0,2.4,00:00:01,78.26
2023-08-28 18:33:04.380037,20.22,8.29,183222927.0,107.0,156126330700,29424680,1.0182074,61,29.57179,1.6,0.0,2.4,00:00:01,86.78
2023-08-28 18:33:05.387575,20.13,7.51,181767764.0,105.0,156155755380,29095959,1.0348871,62,29.42468,1.63,0.0,2.4,00:00:01,84.87
2023-08-28 18:33:06.395097,19.95,7.57,120036430.0,96.0,156184851339,29484018,1.05156645,63,29.095959,1.63,0.0,2.4,00:00:01,76.05
2023-08-28 18:33:07.402186,20.07,7.61,180397886.0,93.0,156214335357,29664753,1.0682453333333333,64,29.484018,1.63,0.0,2.4,00:00:01,72.93
