minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1189,9.56840784263427,6.465750523876106,7.067030094087918,6.889161881635919,0.0
1191,14.006326532420367,9.512663853878221,12.332163470549652,13.481034921170156,0.0
1192,14.044010866219473,9.762611835464321,12.537417629017224,12.643483779787841,0.0
1193,13.805658716801796,9.114853750735653,12.038376587816156,12.759536342591174,0.0
1194,15.34528044146731,9.139001459536015,12.044843203268288,18.49008611979179,0.0
1195,13.738571349901994,8.997622863368218,12.595478987837312,18.559249268227045,0.0
1196,14.070929257703414,8.768935065281138,12.991492416705976,19.621022475010545,0.0
1197,14.46282662318311,10.41734830404247,12.970633322562408,19.55059942858054,0.0
1198,15.093580841279234,10.013434882634952,13.67473759771106,25.490523665803792,0.0
1199,14.175451583073215,9.340935499514103,12.58533441569563,25.557837650747086,0.0
1200,12.650515722907674,9.253470711616917,11.921638140022397,25.05424561251452,0.0
1201,14.315151212050331,8.67081453515565,14.437552527946922,27.307048850182642,0.0
1202,14.392690193691104,10.549651645854903,13.987771610945897,33.46346929598534,0.0
1203,10.59467021371653,7.603171218112017,14.027827621116199,25.024124166741398,0.0
1204,0.0,0.0,10.097933538018154,4.194935185322651,0.0
