minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1189,6.8908972364940215,2.1517502697678355,4.631325543103166,1.516328463281865,0.0
1191,7.744757691251986,2.4306507735639937,6.205190718532837,2.2782303006759768,0.0
1192,7.297534611814497,2.3441632658381213,5.928234479869892,2.0079022424977615,0.0
1193,8.51214998679825,2.596980366753502,6.754330892107377,2.4044061481252545,0.0
1194,10.66743502689885,2.935761364140078,7.619361883959181,3.9283928585770145,0.0
1195,6.502520051700321,1.9679077662762503,5.424841926562349,2.6846726203986426,0.0
1196,6.7622800481716965,1.9473950163926401,5.681482724835948,2.8819259018289096,0.0
1197,10.130069987798505,3.3717337903503286,8.267091064300981,4.1851414965920295,0.0
1198,8.616117973258998,2.64143091787126,7.10347124312624,4.447223044273048,0.0
1199,6.238123700340615,1.8995217911654014,5.039809410401823,3.437415167012045,0.0
1200,8.525366900101167,2.88168383205143,7.31093725756955,5.16032412194486,0.0
1201,8.197324754680338,2.294420030513049,7.523190377943738,4.779052160963916,0.0
1202,7.188583567825511,2.434872895876951,6.357438312819268,5.108143804384297,0.0
1203,4.839557100717697,1.6049066391714355,5.830970841711133,3.4935572476041385,0.0
1204,0.0,0.0,1.9766678881152624,0.27579410742191746,0.0
