minute,perf_rapl,igpm,x_rest
1174,49.28344827586207,77.96448569414417,28.681037418282106
1175,46.358666666666664,76.21318729401384,29.854520627347167
1176,42.88066666666667,69.29079072545346,26.410124058786792
1177,46.97183333333333,78.4497658072358,31.477932473902474
1178,55.31616666666666,84.14783713004569,28.83167046337903
1179,48.48766666666667,78.2136955209557,29.726028854289027
1180,49.459500000000006,78.32484726403594,28.86534726403593
1181,49.676833333333335,79.50652836088663,29.829695027553296
1182,52.5135,82.43486989180545,29.921369891805448
1183,43.97416666666666,74.02361962955341,30.049452962886733
1184,49.547333333333334,81.03514440149777,31.48781106816445
1185,51.332203389830504,81.65011556111325,30.317912171282742
1186,48.921186440677964,76.78565243848405,27.86446599780608
