minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1172,20.482126523868658,,3.9305952848142516,13.071210737775608,7.517868053543037
1174,50.206658155023234,,5.745104947184078,24.617208980527604,13.305390065148142
1175,40.12641696134469,,4.902800134065426,23.532230185731056,10.641548801863014
1176,44.31063720017431,,5.092124055152835,22.842399340478178,14.625097274843926
1177,41.905608575613414,,4.409558483299559,23.378431910517083,14.816266792781418
1178,33.17116295633988,,3.5210756130257046,14.515944523316541,10.958067816219957
1179,54.93444731545585,,4.560407539074952,23.092545009536295,12.177865919202475
1180,34.86708428901629,,6.16851322937344,29.194489960738185,12.789868082976936
1181,55.710639620596226,,5.375057743983897,21.566122178357084,15.693567186467606
1182,37.08235135616261,,4.665236438864563,17.891184286818373,13.39987066465733
1183,43.97591643947131,,6.53906068548746,20.73341104355194,12.647868909888098
1184,50.6892822363245,,3.653591958132839,20.220278618332888,10.627788398435667
1185,52.714142492777185,,4.81675234217665,16.774127246773432,8.620331809709713
1186,71.45174762683413,,6.2717862220885925,33.94032435028099,18.17643037352994
