minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1172,1.909028055966658,3.4850076440456275,2.2692103019239833,3.317632732359336,
1174,3.348154821685789,5.74390002016324,3.0887631625372545,7.573293752063073,
1175,3.3408946986646253,4.795314349119929,2.7514638548472328,6.318105147843684,
1176,3.5885369719943845,7.292677526575777,3.1622383693579135,7.720411851688769,
1177,4.267648175810408,8.584688916548496,3.1819127098774276,8.48402913851462,
1178,1.9681659655830908,4.715882144076979,1.887172904115157,4.988085438855448,
1179,2.8264499546551085,4.731003081294797,2.206444864488887,7.457118236111816,
1180,3.7423063382778112,5.203757493768077,3.1256393552195414,4.956907818168401,
1181,3.0288692013454868,6.995885136306196,2.984087237863368,8.677674799679448,
1182,2.0871592243415735,4.961690157730692,2.1513450656832958,4.797782158741936,
1183,2.7411648645154845,5.307552464786745,3.417430489729287,6.448163866888726,
1184,2.6304345928983817,4.388294970773919,1.8787990749900456,7.313298189971782,
1185,1.9542105847223532,3.187630343218612,2.2182253722478418,6.811069978824003,
1186,4.146353311559746,7.048090239762647,3.0287364712264537,9.680993778959708,
