minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1325,13.835878778970516,13.607302979509033,23.271434575182383
1326,14.453173321365432,12.266253409041289,24.24632656127948
1327,16.46188861480812,12.023868302131138,24.19386332111504
1328,17.495566115153295,12.07738637292951,24.869618724221482
1329,17.785630414055067,11.989017135291299,24.154691149583986
1330,19.16282793650921,11.217783286443204,24.363936546098255
1331,21.85728685473116,10.958047012734324,24.190374226125037
1332,18.412516889925406,11.056065357884592,25.087006837862155
1333,18.666412377939483,10.399300871788732,25.93751109261355
1334,18.91717363832321,11.249730765312135,23.49768443139603
1335,19.817253801121993,11.891060714136557,21.91522016960695
