minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1325,6.166934848401546,7.815700784540547,6.9901100136245455
1326,6.490404725179274,6.980359774345667,7.880974098780036
1327,7.589215701317102,6.810421227880112,8.062278086523444
1328,8.161999873261994,6.775622507687539,8.540525013070532
1329,8.064324589119249,6.8047123391383595,8.079089390563352
1330,9.179283578962186,6.258519155278623,8.32153477606856
1331,10.390683938271241,6.307830281363128,8.993990170253179
1332,8.659590516991939,6.297160502803035,9.72043639456634
1333,8.09713236026408,6.345562043086591,10.110105586388427
1334,8.594721266745202,6.778712722768242,8.838676026122315
1335,9.267794902538444,7.110502834148461,7.5435328920927605
