minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1325,18.749995921218,18.359801978555232,28.792565492820533
1326,19.279750021548065,16.957081772386527,30.36513938722087
1327,21.769680028813855,16.77574631639071,30.647472977940215
1328,23.451078623714967,16.906971795008413,31.266842212155527
1329,23.034831491839284,16.960245950558715,30.721598181651693
1330,25.19337959906765,15.76864653435846,30.70714843115223
1331,28.85655473604326,15.52115625627709,30.86712257500917
1332,24.461314242251987,15.440465708259765,32.256148100281685
1333,24.744272981814827,14.683600799727792,33.64278498316266
1334,25.19784403977559,15.845616101470476,30.460180786794368
1335,26.066834513129084,16.650583271222285,28.40886343087979
