minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1325,12.583061072816458,10.544101194014681,21.802455479195988
1326,12.789345296368793,9.976721998040862,22.484165288440828
1327,14.180464327496754,9.965325088510598,22.58519489141677
1328,15.289078750452973,10.131349287320877,22.726317199084995
1329,14.97050690272003,10.155533611420354,22.642508791088343
1330,16.01409602010546,9.510127379079835,22.385613655083667
1331,18.465870797772023,9.213325974913959,21.87313240475599
1332,15.801723725260048,9.143305205456729,22.535711705715347
1333,16.64714062155075,8.338038756641199,23.532679396774235
1334,16.60312277303039,9.066903378702232,21.62150476067205
1335,16.79474293567141,9.538957439231707,20.875580138641283
