minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1325,0.57880575,0.5949232833333333,0.8201875999999999
1326,0.89904485,0.4930658999999999,0.6445722166666666
1327,0.6787888999999999,0.5517819333333335,0.6011482666666667
1328,0.7231962000000001,0.6935336333333335,0.5172823000000001
1329,0.8554853833333335,0.7092483,0.5812224666666665
1330,0.5314503333333334,0.6238846166666668,0.7225132666666667
1331,0.5910089333333333,0.58308635,0.43019985
1332,0.5829100166666668,0.6630197000000001,0.6955668833333334
1333,0.70828315,0.52639325,0.7546109833333333
1334,0.6147657,0.6172459333333332,0.7445570166666666
1335,0.72891245,0.5676853833333335,0.6109386666666666
