minutes,dd-0-0.0.1,pyaes-0-0.0.1,image_processing-0-0.0.1,cnn_image_classification-0-0.0.1
1158,3.6646952839979083,4.508307445347408,5.350041714978801,1.5189078709139634
1159,4.270328999238901,7.7910472954882115,10.454730360838765,2.8626928099632587
1160,3.3906224261320186,2.292101533517988,1.8462666942275332,1.3225634132339839
1161,2.5821241572123474,3.5688202750149722,3.7561649005744866,2.9882709007864108
1162,-1.4482116936173002,3.331336524883554,-0.5867157297267852,-3.0587006149845193
1163,3.4067588916308638,16.267413824023688,8.71804964715624,4.373205432741041
1164,7.247450886916705,16.803918973497083,13.03820804644063,8.419885850711825
1165,6.378048235975206,19.65272337469559,12.30576970051494,12.391771260131218
1166,8.219553245204555,17.543556874554202,10.198520553221488,9.42248012244092
1167,8.26930364671063,12.090703132952067,13.702139012083984,14.41347048628053
1168,9.695061791935421,17.4287361622632,12.481457331242408,12.64111340401556
1169,8.630365181499814,14.53186391251706,9.95217467899004,22.720930886157756
