timestamp,sensor,target,socket,cpu,INSTRUCTION_RETIRED,UNHALTED_CORE_CYCLES,time_enabled,time_running
1692830070063,sensor,all,0,13,3467,37096,2501723,2501723
1692830070063,sensor,all,0,12,3337,37234,2487283,2487283
1692830070063,sensor,all,0,15,3389,31734,2510564,2510564
1692830070063,sensor,all,0,14,2609,45768,2499521,2499521
1692830070063,sensor,all,0,17,3379,33614,2485089,2485089
1692830070063,sensor,all,0,0,9526,54663,2417373,2417373
1692830070063,sensor,all,0,16,3401,31685,2399812,2399812
1692830070063,sensor,all,0,1,3386,31571,2369279,2369279
1692830070063,sensor,all,0,19,2577,29723,2397595,2397595
1692830070063,sensor,all,0,2,3410,31146,2355963,2355963
1692830070063,sensor,all,0,18,223639,2302463,2331340,2331340
1692830070063,sensor,all,0,3,3380,31256,2293565,2293565
1692830070063,sensor,all,0,22,3403,32576,2261748,2261748
1692830070063,sensor,all,0,4,3425,32132,2270201,2270201
1692830070063,sensor,all,0,5,3404,34237,2221685,2221685
1692830070063,sensor,all,0,23,3388,32021,2239047,2239047
1692830070063,sensor,all,0,20,3390,31413,2124442,2124442
1692830070063,sensor,all,0,6,17038,73918,2153214,2153214
1692830070063,sensor,all,0,7,3443,31781,2036965,2036965
1692830070063,sensor,all,0,21,10591,60480,2051730,2051730
1692830070063,sensor,all,0,8,3408,31333,2044677,2044677
1692830070063,sensor,all,0,9,10644,55918,1979861,1979861
1692830070063,sensor,all,0,11,10518,56171,1904088,1904088
1692830070063,sensor,all,0,10,3410,33253,1895478,1895478
1692830071064,sensor,all,0,13,94953,560977,981425140,981425140
1692830071064,sensor,all,0,12,146592124,138093001,981439775,981439775
1692830071064,sensor,all,0,15,88071,531472,981432758,981432758
1692830071064,sensor,all,0,14,2899445,11924083,981405253,981405253
1692830071064,sensor,all,0,17,1191119,3633242,981357044,981357044
1692830071064,sensor,all,0,0,2921068,4984893,981354480,981354480
1692830071064,sensor,all,0,16,1968830,6802015,981336436,981336436
1692830071064,sensor,all,0,1,1520223,1977105,981230702,981230702
1692830071064,sensor,all,0,19,2070782,9800906,981280485,981280485
1692830071064,sensor,all,0,2,79266,471332,981216821,981216821
1692830071064,sensor,all,0,18,485930,2517607,981215498,981215498
1692830071064,sensor,all,0,3,3470983,6743250,981180069,981180069
1692830071064,sensor,all,0,22,98232415,95289439,981156159,981156159
1692830071064,sensor,all,0,4,7647096,13015948,981165743,981165743
1692830071064,sensor,all,0,5,49586002,49083559,981142847,981142847
1692830071064,sensor,all,0,23,360651,1000647,981136837,981136837
1692830071064,sensor,all,0,20,7360272,10870942,981114652,981114652
1692830071064,sensor,all,0,6,6899153,19963841,981128795,981128795
1692830071064,sensor,all,0,7,3858192,7318209,981099330,981099330
1692830071064,sensor,all,0,21,319623,1553525,981109393,981109393
1692830071064,sensor,all,0,8,2649029,5725015,981084310,981084310
1692830071064,sensor,all,0,9,69895551,103341394,981049403,981049403
1692830071064,sensor,all,0,11,4658759,7972942,981028918,981028918
1692830071064,sensor,all,0,10,332088409,137403747,981029373,981029373
1692830072064,sensor,all,0,13,586169,1594676,1981740262,1981740262
1692830072064,sensor,all,0,12,115081,557737,1981743944,1981743944
1692830072064,sensor,all,0,15,306013,998128,1981736240,1981736240
1692830072064,sensor,all,0,14,3437639,16247360,1981708080,1981708080
1692830072064,sensor,all,0,17,8312991,12545855,1981659302,1981659302
1692830072064,sensor,all,0,0,2062154,3377324,1981650249,1981650249
1692830072064,sensor,all,0,16,2934457,10359788,1981631265,1981631265
1692830072064,sensor,all,0,1,1473441,1735106,1981524184,1981524184
1692830072064,sensor,all,0,19,1232216,5139661,1981574549,1981574549
1692830072064,sensor,all,0,2,51053,304822,1981508993,1981508993
1692830072064,sensor,all,0,18,432008,2404581,1981503871,1981503871
1692830072064,sensor,all,0,3,515967,1961533,1981465598,1981465598
1692830072064,sensor,all,0,22,98240416,89392705,1981440973,1981440973
1692830072064,sensor,all,0,4,785546,1883184,1981450074,1981450074
1692830072064,sensor,all,0,5,1213433,2485515,1981413823,1981413823
1692830072064,sensor,all,0,23,64422,407676,1981419857,1981419857
1692830072064,sensor,all,0,20,363066,1828320,1981382603,1981382603
1692830072064,sensor,all,0,6,1070368,9598083,1981397815,1981397815
1692830072064,sensor,all,0,7,172473,652466,1981381440,1981381440
1692830072064,sensor,all,0,21,503876,2120976,1981394820,1981394820
1692830072064,sensor,all,0,8,258444,1209436,1981368067,1981368067
1692830072064,sensor,all,0,9,85755,502552,1981401513,1981401513
1692830072064,sensor,all,0,11,1166753,2528592,1981382928,1981382928
1692830072064,sensor,all,0,10,144020,722490,1981377117,1981377117
1692830073064,sensor,all,0,13,67524,389115,2982047484,2982047484
1692830073064,sensor,all,0,12,598372,1479423,2982050724,2982050724
1692830073064,sensor,all,0,15,93861,507804,2982042578,2982042578
1692830073064,sensor,all,0,14,2805419,10585744,2982048509,2982048509
1692830073064,sensor,all,0,17,8308538,12191071,2982022564,2982022564
1692830073064,sensor,all,0,0,2110045,3958057,2982014349,2982014349
1692830073064,sensor,all,0,16,1319752,4772550,2982004736,2982004736
1692830073064,sensor,all,0,1,1493265,1843211,2981899064,2981899064
1692830073064,sensor,all,0,19,1421446,5588884,2981947491,2981947491
1692830073064,sensor,all,0,2,59397,393236,2981883141,2981883141
1692830073064,sensor,all,0,18,444968,2522621,2981878562,2981878562
1692830073064,sensor,all,0,3,571877,2138670,2981840718,2981840718
1692830073064,sensor,all,0,22,98274931,88870587,2981817283,2981817283
1692830073064,sensor,all,0,4,2045658,3629410,2981826703,2981826703
1692830073064,sensor,all,0,5,99174,542063,2981793494,2981793494
1692830073064,sensor,all,0,23,652220,1545458,2981800126,2981800126
1692830073064,sensor,all,0,20,3773817,6587578,2981777156,2981777156
1692830073064,sensor,all,0,6,2205714,14369390,2981779251,2981779251
1692830073064,sensor,all,0,7,83490,534487,2981758042,2981758042
1692830073064,sensor,all,0,21,2198335,4561854,2981775206,2981775206
1692830073064,sensor,all,0,8,294234,1314672,2981742450,2981742450
1692830073064,sensor,all,0,9,113839072,120279360,2981716652,2981716652
1692830073064,sensor,all,0,11,1019125,2468116,2981706048,2981706048
1692830073064,sensor,all,0,10,5274065,6151709,2981719973,2981719973
1692830074065,sensor,all,0,13,35786,264115,3982363297,3982363297
1692830074065,sensor,all,0,12,176360,662373,3982368153,3982368153
1692830074065,sensor,all,0,15,2600662,14297166,3982357429,3982357429
1692830074065,sensor,all,0,14,568597,2009917,3982325742,3982325742
1692830074065,sensor,all,0,17,8313140,12272563,3982277375,3982277375
1692830074065,sensor,all,0,0,1898788,3545450,3982269060,3982269060
1692830074065,sensor,all,0,16,2117243,7576328,3982250078,3982250078
1692830074065,sensor,all,0,1,1485264,1770389,3982157195,3982157195
1692830074065,sensor,all,0,19,1320168,5523633,3982192856,3982192856
1692830074065,sensor,all,0,2,48882,332802,3982147391,3982147391
1692830074065,sensor,all,0,18,405838,2324831,3982142711,3982142711
1692830074065,sensor,all,0,3,519152,1922702,3982104089,3982104089
1692830074065,sensor,all,0,22,98209074,85449090,3982081813,3982081813
1692830074065,sensor,all,0,4,1706259,3671700,3982089214,3982089214
1692830074065,sensor,all,0,5,1191405,2458530,3982080021,3982080021
1692830074065,sensor,all,0,23,380306,940476,3982084722,3982084722
1692830074065,sensor,all,0,20,2475745,5598143,3981991352,3981991352
1692830074065,sensor,all,0,6,2259503,14391759,3982031142,3982031142
1692830074065,sensor,all,0,7,82848,375730,3981971013,3981971013
1692830074065,sensor,all,0,21,1439926,3553114,3981986295,3981986295
1692830074065,sensor,all,0,8,172338,909587,3981956080,3981956080
1692830074065,sensor,all,0,9,66552789,90942650,3981918065,3981918065
1692830074065,sensor,all,0,11,663147,1660141,3981911851,3981911851
1692830074065,sensor,all,0,10,35764,271958,3981905446,3981905446
1692830075065,sensor,all,0,13,3598389,7423127,4982630399,4982630399
1692830075065,sensor,all,0,12,35904413,41841456,4982612455,4982612455
1692830075065,sensor,all,0,15,6871666,16188263,4982612529,4982612529
