timestamp,energy_pkg,unit,event_name,counter_runtime,pct_time_counter_running,energy_ram,retired_instructions
2023-03-15 22:59:34.001007,21.77,Joules,power/energy-pkg/,1001009306,100.0,,
2023-03-15 22:59:35.002048,21.48,Joules,power/energy-pkg/,1001046442,100.0,,
2023-03-15 22:59:36.003146,17.55,Joules,power/energy-pkg/,1001075476,100.0,,
2023-03-15 22:59:37.004211,17.98,Joules,power/energy-pkg/,1001054435,100.0,,
2023-03-15 22:59:38.005338,21.83,Joules,power/energy-pkg/,1001127374,100.0,,
2023-03-15 22:59:39.006043,20.69,Joules,power/energy-pkg/,1000700662,100.0,,
2023-03-15 22:59:40.007131,20.47,Joules,power/energy-pkg/,1001068134,100.0,,
2023-03-15 22:59:41.008218,21.85,Joules,power/energy-pkg/,1001076263,100.0,,
2023-03-15 22:59:42.009299,19.7,Joules,power/energy-pkg/,1001091072,100.0,,
2023-03-15 22:59:43.010054,15.34,Joules,power/energy-pkg/,1000743238,100.0,,
2023-03-15 22:59:44.011147,16.91,Joules,power/energy-pkg/,1001071058,100.0,,
2023-03-15 22:59:45.012241,17.2,Joules,power/energy-pkg/,1001095696,100.0,,
2023-03-15 22:59:46.012804,19.62,Joules,power/energy-pkg/,1000568187,100.0,,
2023-03-15 22:59:47.013952,15.94,Joules,power/energy-pkg/,1001123966,100.0,,
2023-03-15 22:59:48.015083,17.06,Joules,power/energy-pkg/,1001114284,100.0,,
2023-03-15 22:59:49.016165,19.54,Joules,power/energy-pkg/,1001077459,100.0,,
2023-03-15 22:59:50.017250,20.61,Joules,power/energy-pkg/,1001078765,100.0,,
2023-03-15 22:59:51.018044,20.76,Joules,power/energy-pkg/,1000783087,100.0,,
2023-03-15 22:59:52.019121,18.87,Joules,power/energy-pkg/,1001056850,100.0,,
2023-03-15 22:59:53.020211,20.78,Joules,power/energy-pkg/,1001079738,100.0,,
2023-03-15 22:59:54.020770,18.74,Joules,power/energy-pkg/,1000573278,100.0,,
2023-03-15 22:59:55.021872,19.08,Joules,power/energy-pkg/,1001083420,100.0,,
2023-03-15 22:59:56.022055,18.27,Joules,power/energy-pkg/,1000169766,100.0,,
2023-03-15 22:59:57.023144,19.43,Joules,power/energy-pkg/,1001069101,100.0,,
2023-03-15 22:59:58.024220,21.32,Joules,power/energy-pkg/,1001084932,100.0,,
2023-03-15 22:59:59.025245,21.57,Joules,power/energy-pkg/,1001030386,100.0,,
2023-03-15 23:00:00.026043,18.49,Joules,power/energy-pkg/,1000769082,100.0,,
2023-03-15 23:00:01.027146,19.57,Joules,power/energy-pkg/,1001083129,100.0,,
2023-03-15 23:00:02.028230,20.89,Joules,power/energy-pkg/,1001087695,100.0,,
2023-03-15 23:00:03.029337,20.47,Joules,power/energy-pkg/,1001084956,100.0,,
2023-03-15 23:00:04.030045,19.17,Joules,power/energy-pkg/,1000710318,100.0,,
2023-03-15 23:00:05.031139,18.66,Joules,power/energy-pkg/,1001081657,100.0,,
2023-03-15 23:00:06.032220,20.05,Joules,power/energy-pkg/,1001077583,100.0,,
2023-03-15 23:00:07.033209,20.27,Joules,power/energy-pkg/,1000980849,100.0,,
2023-03-15 23:00:08.034035,17.26,Joules,power/energy-pkg/,1000803239,100.0,,
2023-03-15 23:00:09.035125,19.47,Joules,power/energy-pkg/,1001083537,100.0,,
2023-03-15 23:00:10.036229,20.03,Joules,power/energy-pkg/,1001089369,100.0,,
2023-03-15 23:00:11.037295,18.87,Joules,power/energy-pkg/,1001070001,100.0,,
2023-03-15 23:00:12.038043,16.28,Joules,power/energy-pkg/,1000740786,100.0,,
2023-03-15 23:00:13.039119,14.94,Joules,power/energy-pkg/,1001059432,100.0,,
2023-03-15 23:00:14.040208,17.57,Joules,power/energy-pkg/,1001086076,100.0,,
2023-03-15 23:00:15.041306,19.29,Joules,power/energy-pkg/,1001084159,100.0,,
2023-03-15 23:00:16.042051,20.19,Joules,power/energy-pkg/,1000749111,100.0,,
2023-03-15 23:00:17.042408,19.32,Joules,power/energy-pkg/,1000356183,100.0,,
