seconds,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
65064,25.84,,,34.07751590510814,121.74,0.2502,0.5951,0.0,,,,,13.826496,4.33,7.0,4.0,8.237515905108143
65065,19.15,,,40.89795033628344,121.45,0.54352,0.9775,0.0,142755749100.0,10673705.0,0.03321821666666667,1.0,13.826496,4.33,7.0,3.0,21.747950336283438
65066,14.2,,,24.240831997145413,121.83,0.17027,0.4109,0.0,142755749100.0,10673705.0,0.03321821666666667,1.0,13.826496,3.99,6.0,2.5,10.040831997145414
65067,28.26,,,44.38226494474242,121.58,0.44526,0.815,0.0,142766422805.0,20647616.0,0.04990255,2.0,10.673705,3.99,6.0,2.2,16.122264944742415
65068,11.35,,,29.704254210184338,121.64,0.45659,0.7947,0.0,142787070421.0,8254607.0,0.06658375,3.0,20.647616,3.99,6.0,2.0,18.354254210184337
65069,24.12,,,31.047540857643142,121.8,0.20757,0.5434,0.0,142795325028.0,17982459.0,0.08325955,4.0,8.254607,3.99,6.0,2.0,6.927540857643141
65070,22.07,,,32.67909062317186,121.44,0.55912,0.8293,0.0,142813307487.0,15973108.0,0.09994596666666666,5.0,17.982459,3.67,9.0,1.8,10.60909062317186
65071,12.09,,,30.002092758103476,121.78,0.14113,0.7394,0.0,142829280595.0,9137875.0,0.11660720000000001,6.0,15.973108,3.67,9.0,1.7,17.912092758103476
65072,27.86,,,45.167248443960666,121.38,0.55497,0.9769,0.0,142838418470.0,20490715.0,0.13328928333333334,7.0,9.137875,3.67,8.0,1.8,17.307248443960667
65073,10.68,,,21.929734851052707,121.72,0.17075,0.4103,0.0,142858909185.0,7573587.0,0.1499784,8.0,20.490715,3.67,8.0,1.7,11.249734851052708
65074,22.76,,,35.87392825219481,121.78,0.17611,0.4134,0.0,142866482772.0,17034499.0,0.16663799999999998,9.0,7.573587,3.67,5.0,1.6,13.113928252194807
65075,23.46,,,36.89585237360636,121.34,0.61462,0.9466,0.0,142883517271.0,16885817.0,0.18332121666666668,10.0,17.034499,3.67,5.0,1.6,13.435852373606359
65076,8.65,,,26.325689554271122,121.68,0.17692,0.418,0.0,142900403088.0,6734082.0,0.19999203333333335,11.0,16.885817,3.37,5.0,1.5,17.675689554271123
65077,28.28,,,48.148177162293656,121.33,0.55535,0.9777,0.0,142907137170.0,20795083.0,0.21668283333333335,13.0,6.734082,3.37,5.0,1.6,19.868177162293655
65078,13.29,,,20.673558516572037,121.76,0.16909,0.4068,0.0,142927932253.0,9405239.0,0.23335291666666666,14.0,20.795083,3.37,6.0,1.5,7.383558516572037
65079,18.97,,,33.69261299983971,121.75,0.1915,0.4895,0.0,142937337492.0,14333774.0,0.25001681666666664,15.0,9.405239,3.37,6.0,1.5,14.722612999839711
65080,26.49,,,40.1078211812628,121.32,0.53751,0.9763,0.0,142951671266.0,18974446.0,0.26670313333333334,16.0,14.333774,3.1,8.0,1.5,13.617821181262801
65081,5.93,,,24.560237165620457,121.7,0.17544,0.4136,0.0,142970645712.0,4867320.0,0.28336921666666665,17.0,18.974446,3.1,8.0,1.4,18.630237165620457
65082,27.68,,,45.547394543465714,121.43,0.48466,0.854,0.0,142975513032.0,20364176.0,0.3000546333333334,18.0,4.86732,3.1,7.0,1.4,17.867394543465714
65083,15.75,,,26.775598289886062,121.61,0.40597,0.5672,0.0,142995877208.0,11131576.0,0.3167299333333334,19.0,20.364176,3.1,7.0,1.4,11.025598289886062
65084,16.28,,,32.71337424940164,121.65,0.19303,0.7566,0.0,143007008784.0,12418153.0,0.33339145,20.0,11.131576,3.1,5.0,1.4,16.433374249401638
65085,27.81,,,42.18782545728134,121.37,0.53714,0.9781,0.0,143019426937.0,20453728.0,0.35007936666666667,21.0,12.418153,3.1,5.0,1.4,14.377825457281343
65086,5.78,,,25.842222592293243,121.72,0.23251,0.5868,0.0,143039880665.0,3834465.0,0.3667493,22.0,20.453728,2.85,5.0,1.4,20.062222592293242
65087,26.67,,,39.112421744409616,121.62,0.36049,0.6192,0.0,143043715130.0,20051006.0,0.3834145666666667,23.0,3.834465,2.85,5.0,1.4,12.442421744409614
65088,19.21,,,29.187464360832745,121.53,0.50274,0.7122,0.0,143063766136.0,13614788.0,0.40010365000000003,24.0,20.051006,2.85,7.0,1.4,9.977464360832744
