,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
0,98.0,56.0,99.0,82.0
1,96.0,72.0,69.0,94.0
2,91.0,78.0,70.0,80.0
