timestamp,sensor,target,socket,cpu,APERF,MPERF,TSC,time_enabled,time_running
1677612594070,sensor,all,0,5,8607193,8603497,8610432,3000937325,3000937325
1677612594070,sensor,all,0,6,278326200,278324778,278327549,3000870772,3000870772
1677612594070,sensor,all,0,7,417143807,417142337,417145129,3000965487,3000965487
1677612594070,sensor,all,0,8,391520657,391520437,391520786,3000901904,3000901904
1677612594070,sensor,all,0,9,43755660,43753764,43756820,3000966035,3000966035
1677612594070,sensor,all,0,0,51259784,51256478,51263217,3000971578,3000971578
1677612594070,sensor,all,0,1,21601424,21599013,21604071,3000960184,3000960184
1677612594070,sensor,all,0,2,483331491,483323569,483334315,3000971147,3000971147
1677612595071,sensor,all,0,3,6181986,6180926,6182693,4001491041,4001491041
1677612595071,sensor,all,0,11,30470318,30466821,30474738,4001509044,4001509044
1677612595071,sensor,all,0,10,39357998,39355595,39363633,4001535321,4001535321
1677612595071,sensor,all,0,4,250992227,250989140,250997583,4001507139,4001507139
1677612595071,sensor,all,0,5,308664907,308661601,308667534,4001481479,4001481479
1677612595071,sensor,all,0,6,493456047,493453163,493458144,4001362991,4001362991
1677612595071,sensor,all,0,7,185451346,185449049,185460975,4001560353,4001560353
1677612595071,sensor,all,0,8,171379287,171376943,171381363,4001517019,4001517019
1677612595071,sensor,all,0,9,123409336,123402929,123411648,4001617260,4001617260
1677612595071,sensor,all,0,0,64594404,64591389,64597344,4001645943,4001645943
1677612595071,sensor,all,0,1,46295605,46293055,46304019,4001639588,4001639588
1677612595071,sensor,all,0,2,634989401,634988461,634989552,4001653901,4001653901
1677612596071,sensor,all,0,3,80108776,80107077,80120056,5001775155,5001775155
1677612596071,sensor,all,0,11,86785429,86781720,86788684,5001780414,5001780414
1677612596071,sensor,all,0,10,228415734,228411749,228417966,5001834553,5001834553
1677612596071,sensor,all,0,4,128606239,128601474,128611517,5001759734,5001759734
1677612596071,sensor,all,0,5,464464905,464461243,464468060,5001775771,5001775771
1677612596071,sensor,all,0,6,553680026,553677041,553682542,5001651500,5001651500
1677612596071,sensor,all,0,7,221503386,221501308,221506012,5001867934,5001867934
1677612596071,sensor,all,0,8,173829777,173827745,173831644,5001803083,5001803083
1677612596071,sensor,all,0,9,66053001,66048704,66061171,5001909146,5001909146
1677612596071,sensor,all,0,0,35121832,35119463,35123805,5001930181,5001930181
1677612596071,sensor,all,0,1,17814647,17809992,17820346,5001918174,5001918174
1677612596071,sensor,all,0,2,375417941,375417767,375418079,5001923274,5001923274
1677612597072,sensor,all,0,3,74759167,74757208,74771299,6002508317,6002508317
1677612597072,sensor,all,0,11,138280401,138277079,138283606,6002526449,6002526449
1677612597072,sensor,all,0,10,295653667,295648951,295655726,6002554872,6002554872
1677612597072,sensor,all,0,4,254419051,254409158,254423971,6002504809,6002504809
1677612597072,sensor,all,0,5,334651421,334646894,334653057,6002456525,6002456525
1677612597072,sensor,all,0,6,390497889,390495347,390500368,6002349354,6002349354
1677612597072,sensor,all,0,7,561561792,561559544,561563556,6002595712,6002595712
1677612597072,sensor,all,0,8,185622769,185621269,185624294,6002500764,6002500764
1677612597072,sensor,all,0,9,22685861,22682703,22688141,6002607122,6002607122
1677612597072,sensor,all,0,0,32407160,32404545,32412031,6002631764,6002631764
1677612597072,sensor,all,0,1,39364718,39361852,39366776,6002637694,6002637694
1677612597072,sensor,all,0,2,456571918,456571806,456571992,6002660239,6002660239
1677612598072,sensor,all,0,3,252546306,252542696,252553293,7002810728,7002810728
1677612598072,sensor,all,0,11,137427948,137424243,137431424,7002822214,7002822214
1677612598072,sensor,all,0,10,87999570,87996148,88003011,7002826445,7002826445
1677612598072,sensor,all,0,4,257241228,257237814,257244691,7002784706,7002784706
1677612598072,sensor,all,0,5,256260915,256257840,256263673,7002693622,7002693622
1677612598072,sensor,all,0,6,135717648,135714480,135720940,7002606738,7002606738
1677612598072,sensor,all,0,7,55048543,55045091,55051318,7002877499,7002877499
1677612598072,sensor,all,0,8,580100730,580098976,580105776,7002770999,7002770999
1677612598072,sensor,all,0,9,138215229,138214554,138214862,7002863634,7002863634
1677612598072,sensor,all,0,0,322039753,322036396,322043621,7002934155,7002934155
1677612598072,sensor,all,0,1,501293964,501290146,501296628,7002931480,7002931480
1677612598072,sensor,all,0,2,271949992,271945950,271952646,7002981507,7002981507
1677612599072,sensor,all,0,3,264984558,264983388,264991454,8003134117,8003134117
1677612599072,sensor,all,0,11,175864791,175861307,175867564,8003141341,8003141341
1677612599072,sensor,all,0,10,214654929,214651785,214657885,8003150436,8003150436
1677612599072,sensor,all,0,4,48093126,48089924,48096871,8003094908,8003094908
1677612599072,sensor,all,0,5,87377957,87375110,87381090,8003000103,8003000103
1677612599072,sensor,all,0,6,312650915,312650005,312652518,8002883978,8002883978
1677612599072,sensor,all,0,7,375075111,375073926,375075554,8003168345,8003168345
1677612599072,sensor,all,0,8,21431620,21430006,21436681,8003052316,8003052316
1677612599072,sensor,all,0,9,59002273,59002011,59001659,8003160433,8003160433
1677612599072,sensor,all,0,0,296065445,296063602,296066932,8003228763,8003228763
1677612599072,sensor,all,0,1,333857976,333855968,333859466,8003227141,8003227141
1677612599072,sensor,all,0,2,331214445,331204848,331216501,8003276128,8003276128
1677612600073,sensor,all,0,3,84962672,84960950,84964083,9003531592,9003531592
1677612600073,sensor,all,0,11,468795008,468791604,468798182,9003538026,9003538026
1677612600073,sensor,all,0,10,264027977,264023884,264040748,9003550050,9003550050
1677612600073,sensor,all,0,4,42326847,42324432,42329148,9003482463,9003482463
1677612600073,sensor,all,0,5,15516004,15512758,15518682,9003370680,9003370680
1677612600073,sensor,all,0,6,936932091,936928292,936934592,9003305196,9003305196
1677612600073,sensor,all,0,7,41796619,41785357,41798604,9003608243,9003608243
1677612600073,sensor,all,0,8,110925657,110923632,110927646,9003475618,9003475618
1677612600073,sensor,all,0,9,183181815,183181588,183181254,9003595985,9003595985
1677612600073,sensor,all,0,0,158516518,158514797,158518079,9003612272,9003612272
1677612600073,sensor,all,0,1,162820413,162816933,162821882,9003605937,9003605937
1677612600073,sensor,all,0,2,118314911,118309944,118316603,9003659382,9003659382
1677612601073,sensor,all,0,3,207900565,207899076,207901586,10004067151,10004067151
1677612601073,sensor,all,0,11,535195601,535192367,535198513,10004078773,10004078773
1677612601073,sensor,all,0,10,112130901,112127994,112134236,10004096908,10004096908
1677612601073,sensor,all,0,4,28797862,28795351,28800414,10004023896,10004023896
1677612601073,sensor,all,0,5,9741530,9738416,9744853,10003904163,10003904163
1677612601073,sensor,all,0,6,484438860,484437885,484440210,10003858992,10003858992
1677612601073,sensor,all,0,7,399075484,399073998,399076456,10004188085,10004188085
1677612601073,sensor,all,0,8,35115796,35113827,35117501,10004046157,10004046157
1677612601073,sensor,all,0,9,27556371,27555970,27555751,10004186482,10004186482
1677612601073,sensor,all,0,0,372719813,372712370,372722298,10004248099,10004248099
1677612601073,sensor,all,0,1,157963788,157959775,157967068,10004246381,10004246381
1677612601073,sensor,all,0,2,133826044,133816494,133830057,10004261684,10004261684
1677612602074,sensor,all,0,3,49836692,49835098,49837956,11004460872,11004460872
1677612602074,sensor,all,0,11,825229739,825226122,825232936,11004476304,11004476304
1677612602074,sensor,all,0,10,13507046,13497034,13520440,11004484419,11004484419
1677612602074,sensor,all,0,4,39462679,39456371,39465565,11004407459,11004407459
1677612602074,sensor,all,0,5,14770324,14767433,14772954,11004240143,11004240143
1677612602074,sensor,all,0,6,423575804,423569331,423579492,11004205265,11004205265
1677612602074,sensor,all,0,7,310996067,310987379,310997881,11004542212,11004542212
1677612602074,sensor,all,0,8,381633041,381631450,381641176,11004387760,11004387760
1677612602074,sensor,all,0,9,123122687,123122456,123122261,11004534910,11004534910
1677612602074,sensor,all,0,0,261000497,260997387,261005374,11004590316,11004590316
1677612602074,sensor,all,0,1,195920963,195917320,195926485,11004579117,11004579117
1677612602074,sensor,all,0,2,102276770,102273295,102279713,11004593589,11004593589
1677612603074,sensor,all,0,3,226908567,226905587,226915574,12004651548,12004651548
1677612603074,sensor,all,0,11,279648680,279644720,279651368,12004652757,12004652757
1677612603074,sensor,all,0,10,170930119,170927543,170934634,12004652599,12004652599
1677612603074,sensor,all,0,4,264981478,264978960,264983921,12004565870,12004565870
1677612603074,sensor,all,0,5,16581371,16578535,16583835,12004383318,12004383318
1677612603074,sensor,all,0,6,644384821,644383593,644386427,12004366287,12004366287
1677612603074,sensor,all,0,7,23985028,23976816,23985737,12004729014,12004729014
1677612603074,sensor,all,0,8,175223865,175220613,175232727,12004557481,12004557481
1677612603074,sensor,all,0,9,149865309,149865086,149865083,12004712103,12004712103
1677612603074,sensor,all,0,0,62663576,62658943,62665814,12004724344,12004724344
1677612603074,sensor,all,0,1,45780392,45777942,45784204,12004709879,12004709879
1677612603074,sensor,all,0,2,328658171,328654800,328660992,12004764459,12004764459
1677612604074,sensor,all,0,3,39885495,39884375,39887034,13005161630,13005161630
1677612604074,sensor,all,0,11,66254016,66250734,66256727,13005170252,13005170252
1677612604074,sensor,all,0,10,83008188,83005206,83012618,13005183786,13005183786
1677612604074,sensor,all,0,4,355643760,355639535,355648322,13005072129,13005072129
1677612604074,sensor,all,0,5,10644550,10641078,10647249,13004891535,13004891535
1677612604074,sensor,all,0,6,544829539,544828242,544830903,13004783343,13004783343
1677612604074,sensor,all,0,7,198090943,198089682,198092084,13005199131,13005199131
1677612604074,sensor,all,0,8,711642102,711640110,711643617,13005032098,13005032098
1677612604074,sensor,all,0,9,148740104,148739796,148739828,13005196955,13005196955
1677612604074,sensor,all,0,0,77260247,77256126,77264449,13005213242,13005213242
1677612604074,sensor,all,0,1,75153296,75147060,75159664,13005204270,13005204270
1677612604074,sensor,all,0,2,68884091,68875940,68888555,13005248531,13005248531
1677612605075,sensor,all,0,3,354233084,354231266,354234590,14005658098,14005658098
1677612605075,sensor,all,0,11,42423010,42417978,42425626,14005679744,14005679744
1677612605075,sensor,all,0,10,79364737,79361634,79367567,14005708184,14005708184
1677612605075,sensor,all,0,4,305210899,305208528,305213283,14005575141,14005575141
1677612605075,sensor,all,0,5,402891538,402888804,402893684,14005390148,14005390148
1677612605075,sensor,all,0,6,415916151,415911341,415918991,14005224449,14005224449
1677612605075,sensor,all,0,7,219083896,219081080,219086067,14005736803,14005736803
1677612605075,sensor,all,0,8,168188183,168186212,168189303,14005570211,14005570211
1677612605075,sensor,all,0,9,122023024,122022745,122022810,14005723748,14005723748
1677612605075,sensor,all,0,0,35013610,35011391,35016037,14005768969,14005768969
1677612605075,sensor,all,0,1,37540083,37537461,37543135,14005765618,14005765618
1677612605075,sensor,all,0,2,195664787,195658578,195668707,14005819507,14005819507
1677612606075,sensor,all,0,3,45676029,45673258,45678779,15005998110,15005998110
1677612606075,sensor,all,0,11,82685810,82682922,82690348,15006006013,15006006013
1677612606075,sensor,all,0,10,327178572,327176365,327181372,15006033040,15006033040
1677612606075,sensor,all,0,4,166139297,166129696,166141754,15005903017,15005903017
1677612606075,sensor,all,0,5,24945921,24943118,24948622,15005713691,15005713691
1677612606075,sensor,all,0,6,418021786,418018645,418024391,15005564404,15005564404
1677612606075,sensor,all,0,7,198026032,198020290,198035920,15006112915,15006112915
1677612606075,sensor,all,0,8,218532950,218531351,218541708,15005901493,15005901493
1677612606075,sensor,all,0,9,140811538,140811412,140811274,15006068214,15006068214
1677612606075,sensor,all,0,0,166302692,166298998,166305630,15006124954,15006124954
1677612606075,sensor,all,0,1,435292622,435289438,435294953,15006115512,15006115512
1677612606075,sensor,all,0,2,174884991,174881867,174889300,15006123427,15006123427
1677612607076,sensor,all,0,3,73227170,73224260,73229882,16006598053,16006598053
1677612607076,sensor,all,0,11,270609878,270606454,270611686,16006597878,16006597878
1677612607076,sensor,all,0,10,248016791,248013291,248024662,16006608896,16006608896
1677612607076,sensor,all,0,4,50122426,50119291,50128464,16006482107,16006482107
1677612607076,sensor,all,0,5,32755216,32752134,32758325,16006293591,16006293591
1677612607076,sensor,all,0,6,667574189,667569718,667587898,16006065513,16006065513
1677612607076,sensor,all,0,7,248069340,248065161,248072070,16006629465,16006629465
1677612607076,sensor,all,0,8,249321700,249317465,249326280,16006389608,16006389608
1677612607076,sensor,all,0,9,76303134,76302895,76303045,16006563383,16006563383
1677612607076,sensor,all,0,0,177941681,177938992,177944624,16006660946,16006660946
1677612607076,sensor,all,0,1,230527615,230524963,230529472,16006650539,16006650539
1677612607076,sensor,all,0,2,34730220,34726731,34732223,16006660116,16006660116
1677612608076,sensor,all,0,3,53604488,53601123,53607683,17006918109,17006918109
1677612608076,sensor,all,0,11,344030707,344027170,344033602,17006945406,17006945406
1677612608076,sensor,all,0,10,136753401,136750734,136761559,17007008208,17007008208
1677612608076,sensor,all,0,4,191663201,191662110,191664139,17006874825,17006874825
1677612608076,sensor,all,0,5,27719629,27716366,27722117,17006745280,17006745280
1677612608076,sensor,all,0,6,309409555,309406774,309420278,17006546819,17006546819
1677612608076,sensor,all,0,7,90209763,90207366,90211636,17007144935,17007144935
1677612608076,sensor,all,0,8,407402486,407401131,407403962,17006884123,17006884123
1677612608076,sensor,all,0,9,26816996,26816728,26816686,17007075033,17007075033
1677612608076,sensor,all,0,0,271942779,271940257,271947467,17007164205,17007164205
1677612608076,sensor,all,0,1,303160110,303150926,303162025,17007159367,17007159367
1677612608076,sensor,all,0,2,43196273,43193873,43198359,17007196998,17007196998
1677612609076,sensor,all,0,3,131947902,131936964,131965441,18007284394,18007284394
1677612609076,sensor,all,0,11,32531568,32528428,32534680,18007291953,18007291953
1677612609076,sensor,all,0,10,46972588,46970163,46975316,18007364791,18007364791
1677612609076,sensor,all,0,4,637807700,637805848,637809579,18007225736,18007225736
1677612609076,sensor,all,0,5,6440583,6436743,6444570,18007089531,18007089531
1677612609076,sensor,all,0,6,414429367,414427907,414430600,18006844201,18006844201
1677612609076,sensor,all,0,7,80958572,80954691,80959910,18007472632,18007472632
1677612609076,sensor,all,0,8,482339884,482338340,482341226,18007191660,18007191660
1677612609076,sensor,all,0,9,122702746,122702410,122702470,18007400837,18007400837
1677612609076,sensor,all,0,0,87060303,87057158,87067050,18007478983,18007478983
1677612609076,sensor,all,0,1,39862770,39859202,39867426,18007470312,18007470312
1677612609076,sensor,all,0,2,127649762,127645761,127653997,18007517772,18007517772
1677612610077,sensor,all,0,3,85443520,85441770,85445955,19007593271,19007593271
1677612610077,sensor,all,0,11,182904697,182901220,182908271,19007590911,19007590911
1677612610077,sensor,all,0,10,34723983,34713735,34728278,19007661894,19007661894
1677612610077,sensor,all,0,4,439219513,439215581,439223182,19007506762,19007506762
1677612610077,sensor,all,0,5,246955238,246948610,246958908,19007372753,19007372753
1677612610077,sensor,all,0,6,238289744,238288447,238291244,19007119518,19007119518
1677612610077,sensor,all,0,7,650838025,650829380,650841538,19007766673,19007766673
1677612610077,sensor,all,0,8,596616037,596614525,596617439,19007461021,19007461021
1677612610077,sensor,all,0,9,11613496,11613333,11613273,19007680387,19007680387
1677612610077,sensor,all,0,0,65913835,65908444,65916730,19007763701,19007763701
1677612610077,sensor,all,0,1,47236209,47233270,47238971,19007749197,19007749197
1677612610077,sensor,all,0,2,141597248,141589547,141601453,19007790430,19007790430
1677612611077,sensor,all,0,3,168267041,168263288,168271592,20008011845,20008011845
1677612611077,sensor,all,0,11,136390046,136386543,136395308,20008026031,20008026031
1677612611077,sensor,all,0,10,85469923,85465999,85473973,20008046501,20008046501
1677612611077,sensor,all,0,4,463220476,463212349,463222870,20007917046,20007917046
1677612611077,sensor,all,0,5,85493970,85491644,85497806,20007730618,20007730618
1677612611077,sensor,all,0,6,615468144,615466609,615469484,20007454116,20007454116
1677612611077,sensor,all,0,7,176736352,176734359,176738081,20008124281,20008124281
1677612611077,sensor,all,0,8,190798128,190796256,190799592,20007784628,20007784628
1677612611077,sensor,all,0,9,143241126,143240888,143241195,20008043266,20008043266
1677612611077,sensor,all,0,0,31703249,31701291,31705623,20008138645,20008138645
1677612611077,sensor,all,0,1,21184497,21181831,21186761,20008130073,20008130073
1677612611077,sensor,all,0,2,174959275,174951145,174963931,20008138422,20008138422
1677612612078,sensor,all,0,3,271270291,271264734,271277214,21008481684,21008481684
1677612612078,sensor,all,0,11,70811454,70808637,70814557,21008535762,21008535762
1677612612078,sensor,all,0,10,197743825,197732699,197747418,21008667501,21008667501
1677612612078,sensor,all,0,4,262045616,262041241,262050432,21008491486,21008491486
1677612612078,sensor,all,0,5,67401413,67398344,67403648,21008390750,21008390750
1677612612078,sensor,all,0,6,128850745,128849063,128854213,21008032844,21008032844
1677612612078,sensor,all,0,7,179088638,179085590,179099538,21008733644,21008733644
1677612612078,sensor,all,0,8,497322477,497313083,497323676,21008374932,21008374932
1677612612078,sensor,all,0,9,143794683,143794544,143794433,21008631813,21008631813
1677612612078,sensor,all,0,0,24040717,24038385,24046215,21008749267,21008749267
1677612612078,sensor,all,0,1,19230275,19227468,19232900,21008743458,21008743458
1677612612078,sensor,all,0,2,279640735,279637747,279643134,21008809423,21008809423
1677612613078,sensor,all,0,3,345915659,345914225,345922275,22008648826,22008648826
1677612613078,sensor,all,0,11,158734797,158729848,158736542,22008650952,22008650952
1677612613078,sensor,all,0,10,166437318,166428638,166441237,22008718023,22008718023
1677612613078,sensor,all,0,4,240517133,240508547,240520810,22008533648,22008533648
1677612613078,sensor,all,0,5,7458109,7454068,7459421,22008423730,22008423730
1677612613078,sensor,all,0,6,284393790,284390366,284395964,22008088934,22008088934
1677612613078,sensor,all,0,7,369783103,369780822,369784999,22008806834,22008806834
1677612613078,sensor,all,0,8,62870040,62868686,62871508,22008427812,22008427812
1677612613078,sensor,all,0,9,544493120,544493018,544492737,22008683785,22008683785
1677612613078,sensor,all,0,0,21313374,21309083,21316596,22008802312,22008802312
1677612613078,sensor,all,0,1,32125140,32120330,32129487,22008788213,22008788213
1677612613078,sensor,all,0,2,281556325,281551981,281558541,22008792016,22008792016
1677612614078,sensor,all,0,3,121924980,121918793,121939545,23008892571,23008892571
1677612614078,sensor,all,0,11,679085690,679082309,679093493,23008890666,23008890666
1677612614078,sensor,all,0,10,182943144,182940280,182947216,23008891922,23008891922
1677612614078,sensor,all,0,4,226322528,226320255,226324920,23008773590,23008773590
1677612614078,sensor,all,0,5,108135794,108128044,108139591,23008567914,23008567914
1677612614078,sensor,all,0,6,234727939,234726658,234729325,23008193798,23008193798
1677612614078,sensor,all,0,7,186396740,186393447,186400755,23008942861,23008942861
1677612614078,sensor,all,0,8,81619606,81618441,81620941,23008511439,23008511439
1677612614078,sensor,all,0,9,26994196,26993896,26994003,23008806868,23008806868
1677612614078,sensor,all,0,0,16545081,16542068,16548387,23008941307,23008941307
1677612614078,sensor,all,0,1,27475274,27471776,27478062,23008928409,23008928409
1677612614078,sensor,all,0,2,464641099,464637549,464643081,23008968181,23008968181
1677612615079,sensor,all,0,3,149386654,149382593,149390657,24009372017,24009372017
1677612615079,sensor,all,0,11,244043967,244040440,244047045,24009436181,24009436181
1677612615079,sensor,all,0,10,407264628,407261833,407268574,24009515820,24009515820
1677612615079,sensor,all,0,4,453147569,453144876,453150888,24009308995,24009308995
1677612615079,sensor,all,0,5,21115192,21112436,21117564,24009206058,24009206058
1677612615079,sensor,all,0,6,140065421,140064044,140066923,24008777133,24008777133
1677612615079,sensor,all,0,7,71716418,71715165,71717435,24009605710,24009605710
1677612615079,sensor,all,0,8,128971021,128969692,128973660,24009148538,24009148538
1677612615079,sensor,all,0,9,181672702,181672488,181672445,24009468412,24009468412
1677612615079,sensor,all,0,0,30472929,30466546,30474833,24009617554,24009617554
1677612615079,sensor,all,0,1,26777976,26775261,26780566,24009613974,24009613974
1677612615079,sensor,all,0,2,754273062,754268178,754274824,24009669618,24009669618
1677612616079,sensor,all,0,3,207421491,207416919,207426460,25009639121,25009639121
1677612616079,sensor,all,0,11,242286563,242281943,242287957,25009679213,25009679213
1677612616079,sensor,all,0,10,46673125,46670653,46675987,25009684993,25009684993
1677612616079,sensor,all,0,4,535615601,535612974,535618657,25009517771,25009517771
1677612616079,sensor,all,0,5,110560073,110556515,110563105,25009363217,25009363217
1677612616079,sensor,all,0,6,179726792,179724835,179728266,25008851422,25008851422
1677612616079,sensor,all,0,7,70557427,70554876,70559839,25009680623,25009680623
1677612616079,sensor,all,0,8,116011552,116009940,116013033,25009186526,25009186526
1677612616079,sensor,all,0,9,445010982,445010672,445010722,25009534413,25009534413
1677612616079,sensor,all,0,0,24120856,24115766,24123394,25009678105,25009678105
1677612616079,sensor,all,0,1,16140264,16135753,16144566,25009663389,25009663389
1677612616079,sensor,all,0,2,184698358,184689155,184702542,25009699935,25009699935
1677612617079,sensor,all,0,3,181009841,181007533,181011800,26009912319,26009912319
1677612617079,sensor,all,0,11,88792263,88790479,88793628,26009956153,26009956153
1677612617079,sensor,all,0,10,119027843,119026551,119029518,26009966229,26009966229
1677612617079,sensor,all,0,4,564826035,564823703,564828696,26009784025,26009784025
1677612617079,sensor,all,0,5,85312292,85309217,85315678,26009635616,26009635616
1677612617079,sensor,all,0,6,89634500,89631555,89637255,26009164694,26009164694
1677612617079,sensor,all,0,7,86245970,86241453,86250223,26010024244,26010024244
1677612617079,sensor,all,0,8,312823319,312804398,312824810,26009520880,26009520880
1677612617079,sensor,all,0,9,338691369,338691154,338691035,26009879735,26009879735
1677612617079,sensor,all,0,0,29040602,29036128,29043276,26010024924,26010024924
1677612617079,sensor,all,0,1,18493353,18490553,18495182,26010012911,26010012911
1677612617079,sensor,all,0,2,521807399,521804790,521811784,26010020636,26010020636
1677612618080,sensor,all,0,3,180282762,180280050,180285397,27010449832,27010449832
1677612618080,sensor,all,0,11,145588452,145586973,145589949,27010467516,27010467516
1677612618080,sensor,all,0,10,30902101,30897848,30910922,27010490774,27010490774
1677612618080,sensor,all,0,4,342011370,342009074,342013906,27010297736,27010297736
1677612618080,sensor,all,0,5,267011664,267006448,267013200,27010156192,27010156192
1677612618080,sensor,all,0,6,147830824,147829034,147832278,27009695292,27009695292
1677612618080,sensor,all,0,7,169328211,169326265,169331242,27010579897,27010579897
1677612618080,sensor,all,0,8,262585852,262584535,262587320,27010053161,27010053161
1677612618080,sensor,all,0,9,186514237,186513887,186514229,27010465917,27010465917
1677612618080,sensor,all,0,0,22948438,22944143,22951037,27010618246,27010618246
1677612618080,sensor,all,0,1,13635009,13630588,13637879,27010616914,27010616914
1677612618080,sensor,all,0,2,327305879,327303000,327309659,27010676725,27010676725
1677612619080,sensor,all,0,3,129546949,129541788,129556725,28010954705,28010954705
1677612619080,sensor,all,0,11,436872294,436868723,436875386,28010982189,28010982189
1677612619080,sensor,all,0,10,200185693,200181612,200190249,28011000102,28011000102
1677612619080,sensor,all,0,4,56237192,56233602,56242686,28010810050,28010810050
1677612619080,sensor,all,0,5,23591142,23588138,23593744,28010631027,28010631027
1677612619080,sensor,all,0,6,188834636,188830889,188839098,28010132260,28010132260
1677612619080,sensor,all,0,7,154044158,154041833,154045876,28011018649,28011018649
1677612619080,sensor,all,0,8,511361470,511353792,511370092,28010480234,28010480234
1677612619080,sensor,all,0,9,153145705,153145459,153145451,28010902076,28010902076
1677612619080,sensor,all,0,0,168241754,168238935,168244799,28011123860,28011123860
1677612619080,sensor,all,0,1,149886153,149883632,149887993,28011118127,28011118127
1677612619080,sensor,all,0,2,258165878,258162766,258170433,28011131084,28011131084
1677612620081,sensor,all,0,3,85852811,85851995,85853699,29011401088,29011401088
1677612620081,sensor,all,0,11,472237903,472234478,472241213,29011440538,29011440538
1677612620081,sensor,all,0,10,269129323,269123645,269131972,29011459985,29011459985
1677612620081,sensor,all,0,4,643007730,643005401,643010248,29011272285,29011272285
1677612620081,sensor,all,0,5,225197629,225191157,225199563,29011064794,29011064794
1677612620081,sensor,all,0,6,24769212,24767777,24770418,29010636647,29010636647
1677612620081,sensor,all,0,7,29361126,29359493,29362473,29011533670,29011533670
1677612620081,sensor,all,0,8,174827500,174822591,174848526,29011030257,29011030257
1677612620081,sensor,all,0,9,173242894,173239793,173245132,29011459657,29011459657
1677612620081,sensor,all,0,0,126774188,126769500,126776481,29011651203,29011651203
1677612620081,sensor,all,0,1,279415413,279406781,279416832,29011647397,29011647397
1677612620081,sensor,all,0,2,28588116,28587858,28588253,29011659829,29011659829
1677612621081,sensor,all,0,3,23657627,23655919,23667355,30011994717,30011994717
1677612621081,sensor,all,0,11,171127159,171123729,171129982,30012064545,30012064545
1677612621081,sensor,all,0,10,275197140,275193979,275200474,30012092210,30012092210
1677612621081,sensor,all,0,4,19937237,19926991,19939926,30011904420,30011904420
1677612621081,sensor,all,0,5,17095382,17092357,17097781,30011679809,30011679809
1677612621081,sensor,all,0,6,370413629,370411786,370415016,30011203857,30011203857
1677612621081,sensor,all,0,7,114015281,114013649,114016763,30012121011,30012121011
1677612621081,sensor,all,0,8,524787548,524786107,524789060,30011612234,30011612234
