minutes,video_processing-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1157,9.247016109806843,17.06704828455479,18.17008487860371
1158,13.774742919412414,13.523360247964831,12.15756823308019
1159,15.092546015121258,16.806244576240783,11.149767473674576
1160,8.328326091084863,21.338619810107133,14.681150719026501
