minute,perf_rapl,ipmi,x_rest
1151,95.25071428571428,242.0,146.7492857142857
1152,96.30616666666667,241.91666666666666,145.61049999999997
1153,97.91616666666667,244.13333333333333,146.21716666666669
1154,97.35915254237287,243.3050847457627,145.94593220338982
1155,101.08016666666667,247.3,146.21983333333336
1156,100.78766666666667,246.96666666666667,146.179
1157,102.778,249.1,146.322
1158,98.6515,243.31666666666666,144.66516666666666
1159,108.34583333333333,255.33333333333334,146.9875
1160,106.66816666666666,253.3,146.63183333333333
1161,107.28683333333333,252.38333333333333,145.09650000000002
1162,105.44175,252.475,147.03325
