minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1073,0.039496930863970145,4.630121610373238,0.4468879006835149
1074,0.05777230068303332,4.379982211570756,0.5606328502221505
1075,0.052283408231257725,5.2915028302166744,0.5441964520513256
1076,0.05436882317683305,4.4973198030424015,0.678782630227108
1077,0.0511505002893111,4.115385576982157,0.45755849297179885
1078,0.06201721212191952,4.3876538689194495,0.5931128890403592
1079,0.05117985272057368,4.435765092611569,0.42401729799620036
1080,0.04808842091577755,4.369299069396445,0.3737765437404909
1081,0.04391978490458352,4.69182269649569,0.39946863143984646
1082,0.04300968841722302,6.637670230957546,0.42130827134037324
1083,0.053341607446227235,6.235670768518263,0.5431265029058727
