minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1073,1.7441048840301394,1.1117903880236608,0.47396401162345775
1074,1.6498807180466015,1.3947708432784798,0.6932688387042619
1075,1.993238343754054,1.353879538161239,0.6274020123735494
1076,1.6940802193960995,1.6887098592055394,0.6524270361382705
1077,1.550210704703969,1.1383372287917557,0.6138070929400772
1078,1.652770528763557,1.4755763314232428,0.7442078663844134
1079,1.6708933832540525,1.0548917425307456,0.6141593227404135
1080,1.645856521273614,0.9299002455957804,0.5770620752376175
1081,1.767346857937485,0.9938183246234638,0.5270383543143831
1082,2.500321598996037,1.0481520885990956,0.5161171770816657
1083,2.3488937781269157,1.351217664403258,0.6401004254920549
