timestamp,VDD_GPU_SOC_current,VDD_CPU_CV_current,VIN_SYS_5V0_current,VDDQ_VDD2_1V8AO_current,tegra,load_avg_1minute,cpu_pct,cpu_pct_process
2023-09-19 22:19:33,4.757,0.792,4.83,0.704,11.083,3.53,,0
2023-09-19 22:19:34,4.757,0.792,4.73,0.704,11.024176470588236,3.53,,0
2023-09-19 22:19:35,4.755,0.792,4.73,0.704,11.004461187214613,3.53,,0
2023-09-19 22:19:36,4.757,0.792,4.73,0.704,10.995988551125148,3.53,0.0,0
2023-09-19 22:19:37,4.755,0.792,4.73,0.704,10.990583570733115,3.53,0.0,0
2023-09-19 22:19:38,4.757,0.792,4.73,0.704,10.988005151011333,3.4633333333333334,,0
2023-09-19 22:19:39,4.757,0.792,4.73,0.704,10.986368849219259,3.3966666666666665,,0
2023-09-19 22:19:41,4.757,0.792,4.73,0.704,10.985296368048207,3.33,0.0,0
2023-09-19 22:19:42,4.755,0.792,4.73,0.704,10.983953258311264,3.33,0.0,0
2023-09-19 22:19:43,4.757,0.792,4.73,0.704,10.983658967840483,3.2825,,0
2023-09-19 22:19:44,4.757,0.792,4.73,0.704,10.983457289651575,3.2350000000000003,,0
2023-09-19 22:19:45,4.757,0.792,4.73,0.704,10.983318177261557,3.1875,,0
2023-09-19 22:19:46,4.755,0.792,4.73,0.704,10.982615919981802,3.14,0.0,0
2023-09-19 22:19:47,4.755,0.792,4.73,0.704,10.982127833673303,3.14,0.0,0
2023-09-19 22:19:48,4.755,0.792,4.73,0.704,10.981787869570825,3.0975,,0
2023-09-19 22:19:49,4.755,0.792,4.73,0.704,10.981550720583996,3.055,,0
2023-09-19 22:19:50,4.755,0.792,4.73,0.704,10.981385119169376,3.0125,,0
2023-09-19 22:19:51,4.755,0.792,4.73,0.704,10.981269394971706,2.97,0.0,0
2023-09-19 22:19:52,4.755,0.792,4.73,0.704,10.981188484250913,2.97,0.0,0
2023-09-19 22:19:53,4.755,0.792,4.73,0.704,10.981131893820852,2.93,,0
2023-09-19 22:19:54,4.755,0.792,4.73,0.704,10.98109230356162,2.89,,0
2023-09-19 22:19:55,4.757,0.792,4.73,0.704,10.981664836343208,2.85,,0
2023-09-19 22:19:56,4.755,0.792,4.73,0.704,10.981465330838088,2.81,0.0,0
2023-09-19 22:19:57,4.755,0.792,4.73,0.704,10.981325704836943,2.81,0.0,0
2023-09-19 22:19:58,4.755,0.792,4.73,0.704,10.981227980280327,2.763333333333333,,0
2023-09-19 22:19:59,4.755,0.792,4.73,0.704,10.981159579775147,2.716666666666667,,0
2023-09-19 22:20:01,4.755,0.792,5.032,0.704,11.071717656627763,2.67,0.0,0
2023-09-19 22:20:02,4.755,0.792,5.14,0.704,11.167506765809492,2.67,0.0,0
2023-09-19 22:20:03,4.755,0.792,5.132,0.704,11.232156817737387,2.635,,0
2023-09-19 22:20:04,4.755,0.792,5.032,0.704,11.247410116215457,2.5999999999999996,,0
2023-09-19 22:20:05,4.755,0.792,5.04,0.704,11.260487287676392,2.565,,0
2023-09-19 22:20:06,4.755,0.792,5.032,0.704,11.267241175965287,2.53,0.0,0
2023-09-19 22:20:07,4.755,0.792,5.032,0.704,11.271968859725396,2.53,0.0,0
