,timestamp,socket,cpu,INSTRUCTION_RETIRED,UNHALTED_CORE_CYCLES,time_enabled,time_running,target,Contr,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,cpu_time_process,x_rest
0,2023-08-23 20:15:49.782,0.0,276.0,0.5216177738095238,0.4206658014285714,445107019.0,445107019.0,image_processing-0-0.0.1,1.0,64.49,32.63,13482647602.0,184.0,139427209488.0,110881226.0,0.3843678,23.0,87.137428,4.5,31.0,4.5,00:00:01,119.51
1,2023-08-23 20:15:49.782,0.0,276.0,2.171684630952381,3.5665478023809523,222553509.5,222553509.5,os_cp,0.0,64.49,32.63,13482647602.0,184.0,139427209488.0,110881226.0,0.3843678,23.0,87.137428,4.5,31.0,4.5,00:00:01,119.51
2,2023-08-23 20:15:49.782,0.0,276.0,0.0,0.0,0.0,0.0,dd-0-0.0.1,1.0,64.49,32.63,13482647602.0,184.0,139427209488.0,110881226.0,0.3843678,23.0,87.137428,4.5,31.0,4.5,00:00:01,119.51
3,2023-08-23 20:15:50.786,0.0,276.0,2.3086480047619045,3.6095353699999997,539708486.0,539708486.0,os_cp,0.0,78.98,34.34,25756572725.0,200.0,139538090714.0,114058732.0,0.40104033333333333,24.0,110.881226,4.5,31.0,4.8,00:00:01,121.02
4,2023-08-23 20:15:50.786,0.0,276.0,1.072472771904762,0.9893718271428571,963394781.0,963394781.0,dd-0-0.0.1,1.0,78.98,34.34,25756572725.0,200.0,139538090714.0,114058732.0,0.40104033333333333,24.0,110.881226,4.5,31.0,4.8,00:00:01,121.02
5,2023-08-23 20:15:50.786,0.0,552.0,2.5252658280952383,1.2498035647619048,1431053508.0,1431053508.0,image_processing-0-0.0.1,2.0,78.98,34.34,25756572725.0,200.0,139538090714.0,114058732.0,0.40104033333333333,24.0,110.881226,4.5,31.0,4.8,00:00:01,121.02
6,2023-08-23 20:15:50.786,0.0,276.0,3.274701402857143,1.2150775533333333,973573880.0,973573880.0,pyaes-0-0.0.1,1.0,78.98,34.34,25756572725.0,200.0,139538090714.0,114058732.0,0.40104033333333333,24.0,110.881226,4.5,31.0,4.8,00:00:01,121.02
7,2023-08-23 20:15:51.788,0.0,552.0,4.893891572380952,2.1518325776190474,3158752856.0,3158752856.0,image_processing-0-0.0.1,2.0,80.87,34.98,29342743777.0,213.0,139652149446.0,125915058.0,0.41771308333333335,25.0,114.058732,4.5,41.0,5.1,00:00:01,132.13
8,2023-08-23 20:15:51.788,0.0,276.0,0.09057865333333333,0.10092064714285714,105843092.0,105843092.0,video_processing-0-0.0.1,1.0,80.87,34.98,29342743777.0,213.0,139652149446.0,125915058.0,0.41771308333333335,25.0,114.058732,4.5,41.0,5.1,00:00:01,132.13
9,2023-08-23 20:15:51.788,0.0,276.0,2.959863461904762,4.565539385714286,2198581985.5,2198581985.5,os_cp,0.0,80.87,34.98,29342743777.0,213.0,139652149446.0,125915058.0,0.41771308333333335,25.0,114.058732,4.5,41.0,5.1,00:00:01,132.13
10,2023-08-23 20:15:51.788,0.0,276.0,3.620462071904762,1.3442652266666666,1971656463.0,1971656463.0,pyaes-0-0.0.1,2.0,80.87,34.98,29342743777.0,213.0,139652149446.0,125915058.0,0.41771308333333335,25.0,114.058732,4.5,41.0,5.1,00:00:01,132.13
11,2023-08-23 20:15:51.788,0.0,552.0,0.6460471880952381,0.6370527414285714,1477992337.0,1477992337.0,dd-0-0.0.1,2.0,80.87,34.98,29342743777.0,213.0,139652149446.0,125915058.0,0.41771308333333335,25.0,114.058732,4.5,41.0,5.1,00:00:01,132.13
12,2023-08-23 20:15:52.789,0.0,552.0,0.004403403333333333,0.00528941,113385771.0,113385771.0,video_processing-0-0.0.1,1.0,88.78,35.86,33607094314.0,222.0,139778064504.0,136038180.0,0.4343852833333333,26.0,125.915058,4.5,41.0,5.6,00:00:01,133.22
13,2023-08-23 20:15:52.789,0.0,276.0,2.8138412047619052,4.562760870476191,438435648.5,438435648.5,os_cp,0.0,88.78,35.86,33607094314.0,222.0,139778064504.0,136038180.0,0.4343852833333333,26.0,125.915058,4.5,41.0,5.6,00:00:01,133.22
14,2023-08-23 20:15:52.789,0.0,552.0,6.967313805714285,2.6788704133333336,3966484494.0,3966484494.0,pyaes-0-0.0.1,2.0,88.78,35.86,33607094314.0,222.0,139778064504.0,136038180.0,0.4343852833333333,26.0,125.915058,4.5,41.0,5.6,00:00:01,133.22
