minutes,dd-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1307,8.073795154051057,17.222642517914803,48.14983152195151
1308,8.589372592069093,16.77463139765658,41.529960965462365
1309,8.306233835617153,18.663983454709502,47.35799765219338
1310,8.304273380299536,20.48207992047228,55.420258801088096
1311,7.329360462912924,19.87394079717724,43.81494766762382
1312,8.023268562062839,18.858467140772404,47.32292233824768
1313,7.893792760512941,21.215799061628584,51.303132179547674
1314,8.220452730367693,16.95553242259409,50.62945627452242
1315,8.46303685482118,18.627865986573784,50.15912232375765
1316,8.444829765914365,18.871047032937668,52.00092815892321
1317,7.405536305575394,19.211238631867815,45.268129909962695
1318,8.17960020033059,20.085238215523955,46.126116414672694
1319,9.728621754105301,17.738756275519282,49.928726111146396
1320,,,1057.461851826907
