minute,perf_rapl,igpm,x_rest
1307,35.150909090909096,55.79602102951574,20.645111938606654
1308,36.515499999999996,59.58230676891591,23.066806768915914
1309,41.34133333333333,65.39377056737854,24.052437234045204
1310,37.02966666666667,60.39384486307249,23.364178196405824
1311,33.77616666666667,56.21826536386559,22.44209869719892
1312,39.76566666666667,63.69723317769022,23.931566511023554
1313,37.859,61.58488151940129,23.72588151940129
1314,34.68416666666667,56.93693190134952,22.252765234682844
1315,38.85516666666667,62.47014024495548,23.61497357828882
1316,38.85466666666667,62.88745991119131,24.032793244524637
1317,37.61066666666667,61.09989880798441,23.489232141317736
1318,41.049574468085105,66.12708893572609,25.077514467640977
