minutes,dd-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1307,1.1111479235303041,14.00041568724506,28.216205754404246
1308,3.650426808426044,18.748090618680084,18.156864554234932
1309,2.6447056825119053,14.91464600455065,40.15812803063003
1310,2.6580565743223645,15.583562797724971,53.1927609735891
1311,2.7513505139307233,13.420287303955758,17.116753181957115
1312,3.491227064518496,17.453093067797987,33.09536322459781
1313,3.371731868453566,18.07110187950525,46.508755329271295
1314,3.300732858823397,10.791502898233272,42.0285210533545
1315,4.3193424037367265,15.65847019693512,29.890626808622848
1316,3.2086179531411845,16.299392411090707,41.04913417700797
1317,2.952168322448889,18.799024408004474,27.979612799733314
1318,4.161237353782446,18.954843887370775,32.93512221540113
1319,5.608885444700675,11.718994953159523,35.50353161312147
1320,,,781.7337182399771
