minutes,dd-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1307,1.105738568301256,14.026751209821809,28.22401328544719
1308,3.632655587397543,18.783356768970826,18.161888627453127
1309,2.63183057181779,14.942701242720108,40.169239936814535
1310,2.645116468036845,15.612876303770335,53.20747961209692
1311,2.737956228638636,13.4455315743528,17.121489452417634
1312,3.474230868982941,17.485923259185792,33.1045208369998
1313,3.355317406411807,18.10509457816262,46.52162447809175
1314,3.2846640383077275,10.81180228609162,42.04015050437528
1315,4.298314728732422,15.687924607761254,29.89889765831585
1316,3.1929975717902503,16.330052430508605,41.06049262796919
1317,2.937796404170599,18.8343863674475,28.762091331449653
1318,,,
