minutes,dd-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1307,1.200217678444981,1.3844008756381267,37.10563886843452
1308,1.4403603237236793,1.7808099140648161,23.79726618914417
1309,1.09915015300487,1.8330352210924554,29.75418589237778
1310,0.7960747532841325,2.3039503940454105,49.47489776720609
1311,0.8295443972167149,2.106054568010182,30.085893224811578
1312,1.0585838260342515,1.7396410468002335,36.41709462669084
1313,0.9621077381356751,3.5980699038141153,39.31206351262219
1314,0.8422235288540569,2.742044879876894,38.73586339967588
1315,0.8918847777137693,2.5150594998513367,32.76495887321832
1316,0.9535401465986236,3.2209799707158693,42.00386625600539
1317,0.7897682209305615,4.138134337524348,32.056635062198765
