minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1123,1.1635818692890576,4.41104357117836,4.112765200640312
1124,0.8810481500281089,3.4320894808583766,4.658573687521434
1125,1.2723992334537935,4.260435858713422,2.8533109407104713
1126,1.241260476233165,4.138762226399415,4.705666376707552
1127,1.3214746695163553,3.5626700897312094,3.383428995466894
1128,1.4447063362375205,3.4734054418506193,2.287871333924844
1129,1.7967359859838294,3.9099582149852217,3.0098821277055237
1130,2.334273709946376,3.7273492114044253,2.3725529759189867
1131,1.465051316310677,5.079932848251676,3.2547145094815466
1132,1.3770926290141123,5.167227046058711,3.754413829175199
1133,1.273353659284074,5.243218991049654,5.2278634721563195
