minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1123,8.176061302334547,4.068416880261038,10.998608455704813
1124,6.958094472417786,3.2611473882036655,12.623747619866663
1125,8.824377380886784,4.302538223968122,8.598893307854187
1126,8.557130017583319,4.739033322348403,14.032848104395015
1127,7.6539229110744795,4.9356248496280495,10.907126000006281
1128,7.429170254907746,5.838437094339124,8.024203090624866
1129,8.179216513306812,6.981532295967416,9.845379127959049
1130,7.194131782749233,10.077350187658382,8.436588907823765
1131,10.176485038415253,6.674906361675311,9.804736158081726
1132,9.369798728835121,6.980207123594288,11.215388771718738
1133,10.307052361478709,6.439870067420878,13.367198825908632
