minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1123,2.577207021139913,11.51326811909865,14.913449143431158
1124,2.0658285994800303,9.79816617031601,17.11703974976417
1125,2.725515119488451,12.426206092810174,11.65958025989717
1126,3.002020272560827,12.049876900298322,19.027694947522196
1127,3.126554478202314,10.778009530450896,14.789404455771729
1128,3.698456061623917,10.46152002587877,10.880335016065308
1129,4.422568920795507,11.517711186310686,13.349739788805564
1130,6.383666773217306,10.130546364087415,11.439505290835669
1131,4.2283315714827445,14.33020086625527,13.2946303750334
1132,4.421729468093199,13.194250996658482,15.207390166169695
1133,4.079443882339058,14.51406159606576,18.125114707299236
