minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1123,3.1324696230601146,1.8368474397867538,3.033147709630626
1124,2.437272692715896,1.3908355582205758,3.4356792622762007
1125,3.0255166817249735,2.0086281301239657,2.1043052842726255
1126,2.939111061149977,1.959472030335474,3.470409930178901
1127,2.530003536121637,2.0860993347440693,2.4952652066547616
1128,2.466612913610872,2.280634654940946,1.6872958600562247
1129,2.776627602570629,2.836353833738927,2.2197759017428993
1130,2.646949183533541,3.6849187848692533,1.7497482287016084
1131,3.6074763437629604,2.312751539490482,2.4003387935685105
1132,3.6694676658815237,2.173898663013114,2.7688650218095034
1133,3.723432777638013,2.0101348007666497,3.8555281770920966
