timestamp,igpm,voltage,current,power_factor,discard
2023-04-17 21:01:06.368298,31.826,122.53,0.287,0.905,0
2023-04-17 21:01:06.618869,36.844235294117645,122.5,0.34815,0.9463,0
2023-04-17 21:01:06.869449,35.65965296803653,122.59,0.29752,0.9391,0
2023-04-17 21:01:07.120012,34.188412159494675,122.58,0.27742,0.9391,0
2023-04-17 21:01:07.370619,34.04762669936173,122.53,0.31435,0.8775,0
2023-04-17 21:01:07.621193,34.25515407813898,122.53,0.34201,0.827,0
2023-04-17 21:01:07.871755,34.207699790017,122.53,0.29695,0.9374,0
2023-04-17 21:01:08.122300,33.61311311438946,122.49,0.28115,0.9391,0
2023-04-17 21:01:08.372860,33.57118732317061,122.51,0.30086,0.9083,0
2023-04-17 21:01:08.623402,33.32816638625262,122.52,0.28483,0.9394,0
2023-04-17 21:01:08.873899,34.301971784950055,122.52,0.31768,0.938,0
2023-04-17 21:01:09.124456,34.61531735550019,122.5,0.31809,0.9068,0
2023-04-17 21:01:09.374996,35.623692192861256,122.5,0.32548,0.9517,0
2023-04-17 21:01:09.625570,34.43733840992137,122.52,0.27603,0.9372,0
2023-04-17 21:01:09.876150,33.188708941741645,122.53,0.26987,0.9162,0
2023-04-17 21:01:10.126754,32.71080805451873,122.51,0.27489,0.9384,0
2023-04-17 21:01:10.377314,32.94270510145532,122.55,0.29765,0.9179,0
2023-04-17 21:01:10.627892,35.42753990980921,122.43,0.35572,0.9463,0
2023-04-17 21:01:10.878478,32.97087761326404,122.53,0.24519,0.9069,0
2023-04-17 21:01:11.129040,32.88324440476173,122.5,0.28292,0.9429,0
2023-04-17 21:01:11.379592,34.30146322358883,122.49,0.3268,0.9395,0
2023-04-17 21:01:11.630131,35.79380773651102,122.52,0.33658,0.9524,0
2023-04-17 21:01:11.880672,36.01022464615492,122.52,0.31753,0.9386,0
2023-04-17 21:01:12.131238,36.173388511442674,122.54,0.31369,0.951,0
2023-04-17 21:01:12.381837,36.07845922734147,122.55,0.31306,0.9346,0
2023-04-17 21:01:12.632381,37.47105218852944,122.47,0.34805,0.9553,0
2023-04-17 21:01:12.882937,37.04320841734568,122.51,0.30876,0.9529,0
2023-04-17 21:01:13.133532,36.48572024843678,122.48,0.3194,0.8994,0
2023-04-17 21:01:13.384086,35.95268701073784,122.51,0.32673,0.8672,0
2023-04-17 21:01:13.634653,37.19930900555384,122.47,0.37381,0.8761,0
2023-04-17 21:01:13.885212,36.488505089151744,122.54,0.31641,0.8983,0
2023-04-17 21:01:14.135770,34.03582647434484,122.59,0.25313,0.9124,0
2023-04-17 21:01:14.386339,31.286957280550915,122.6,0.2299,0.8825,0
2023-04-17 21:01:14.636905,33.94768449543142,122.48,0.36617,0.8954,0
2023-04-17 21:01:14.887463,34.43648099845451,122.54,0.30648,0.9473,0
2023-04-17 21:01:15.138048,35.798340310202505,122.49,0.34595,0.9198,0
2023-04-17 21:01:15.388597,35.38033744123998,122.56,0.31101,0.9026,0
2023-04-17 21:01:15.639188,35.05953579203497,122.53,0.30192,0.9275,0
2023-04-17 21:01:15.889764,34.02047410935249,122.54,0.27549,0.9359,0
2023-04-17 21:01:16.140301,33.568531588803715,122.55,0.28473,0.9318,0
2023-04-17 21:01:16.390865,34.35887246439888,122.55,0.31585,0.9353,0
2023-04-17 21:01:16.641419,35.0951109547661,122.55,0.31648,0.9492,0
2023-04-17 21:01:16.891981,34.16747746575834,122.58,0.27924,0.9349,0
2023-04-17 21:01:17.142576,33.927934189412575,122.56,0.29497,0.923,0
2023-04-17 21:01:17.393111,32.70335380155025,122.56,0.26833,0.9076,0
2023-04-17 21:01:17.643651,34.8272478201751,122.45,0.34251,0.9485,0
2023-04-17 21:01:17.894241,36.04637353804546,122.45,0.33421,0.9503,0
