minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1085,3.2798761567595496,5.445576519491461,5.434752333883961,0.0
1087,4.527339460392503,7.721968543623735,8.346092361009815,0.0
1088,3.9366524931128577,6.814919864626693,7.466944314784068,0.0
1089,4.744887876576514,7.898564774904533,8.5330942041372,0.0
1090,5.116570736651364,8.428090192104456,9.355690579099079,0.0
1091,5.0903573961017825,8.249208825219226,8.888820064086735,0.0
1092,4.5976105252349,7.4300307321552985,8.162407702503035,0.0
1093,5.550991591593525,8.954921783486151,9.657808142480159,0.0
1094,4.807285646290205,8.299749531664924,8.540528861634485,0.0
1095,4.1764502760531315,7.395457135084647,7.531268950565336,0.0
1096,5.511782840558263,9.523194347717464,10.87958534318434,0.0
1097,3.5005233051327407,6.068774976994633,6.304522572301859,0.0
1098,4.109395018386512,6.789347945808609,7.155599311629099,0.0
1099,4.656874250063624,7.649347019863268,8.406569930240114,0.0
