,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
0,83.654481,84.11138399999999,66.73996400000001,0.0
1,35.99271,45.003919,32.865539000000005,0.0
2,38.706548,53.010203,34.115014,0.0
3,42.99630500000001,35.533297999999995,32.400498,0.0
4,41.412309,36.218430000000005,41.19453699999999,0.0
5,62.84832199999998,45.001745,46.97944999999999,0.0
6,39.58593199999999,40.84827299999999,39.222162,0.0
7,31.706647000000007,40.54295900000001,27.827292,0.0
8,44.242902,34.441544,32.56319200000001,0.0
9,47.049907,34.582093,34.907647000000004,0.0
10,39.664205,41.251197999999995,25.338642999999998,0.0
11,40.08522899999999,45.41116000000001,47.11435399999998,0.0
12,52.259714,55.34633300000002,34.51973400000001,0.0
13,28.750049999999998,27.019448,27.711248000000005,0.0
