minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1085,11.323320066152538,12.564894542878891,6.2311168332652604,0.0
1087,13.304241254720555,15.166093389309848,8.145167842382254,0.0
1088,12.388083284841864,14.332978055063947,7.8035056432570205,0.0
1089,14.450213226211902,16.076634217361068,8.630275117276945,0.0
1090,14.716209747703694,16.201111327999794,8.936400732214592,0.0
1091,13.241446565627758,14.341616329671243,7.678936404088423,0.0
1092,14.776695723214194,15.960055882103843,8.712308288748094,0.0
1093,16.143481373360974,17.40552268702536,9.327709244140031,0.0
1094,14.33042771407311,16.535710345811264,8.45500342870859,0.0
1095,13.616672416014945,16.114889944952075,8.154580614831413,0.0
1096,11.741175040258877,13.558160071641636,7.696647675035908,0.0
1097,12.648129801837369,14.65524288613978,7.565111677863178,0.0
1098,13.844651021846204,15.287301629333866,8.006080187452266,0.0
1099,15.235961712959003,16.726241796701103,9.134062750825043,0.0
