minute,perf_rapl,ipmi,x_rest
1234,118.42166666666668,268.72222222222223,150.30055555555555
1235,105.357,249.73333333333332,144.37633333333332
1236,109.28716666666666,255.41666666666666,146.1295
1237,112.84116666666667,258.7,145.85883333333334
1238,111.02716666666667,256.3,145.27283333333335
1239,111.18066666666667,257.65,146.46933333333334
1240,104.34816666666667,250.06666666666666,145.7185
1241,114.00116666666666,261.71666666666664,147.7155
1242,116.94666666666667,262.5833333333333,145.63666666666668
1243,111.85016949152542,259.52542372881356,147.67525423728813
1244,110.8805,256.98333333333335,146.10283333333334
1245,111.753,258.68333333333334,146.93033333333332
1246,110.4835294117647,258.47058823529414,147.98705882352942
