,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
0,113.76628300000002,32.573353000000004,93.28666500000003
1,141.55655800000002,32.179975999999996,65.91482699999999
2,97.73445200000002,20.703414000000002,121.23286299999998
3,80.46863199999999,25.690904999999997,133.51872300000002
4,103.83040600000001,24.750998000000003,111.10544700000001
5,91.61826300000001,19.915274999999998,128.170139
6,84.71266699999998,26.275102000000004,128.710905
7,72.43437699999998,23.11617,144.17796299999998
8,62.14341899999999,27.498035,150.07529300000002
9,72.82333600000001,23.333951999999996,143.57636200000002
10,61.91842100000001,17.777947000000005,160.058912
11,49.494117999999986,21.213434000000003,169.04238800000002
12,94.83404500000002,31.935381000000007,112.93928399999999
13,68.064118,21.184220000000003,150.50159100000002
14,51.570415999999994,18.113661,170.09134800000004
15,52.26513500000001,18.268873,169.23547999999997
16,69.37052800000001,14.979258999999997,155.43526599999998
17,34.72978700000001,20.145197999999997,63.172282
