minutes,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
56,8.202094825573925,2.423616183523173,6.711990742471587
57,8.517749686037586,2.42011167521617,7.084920387873405
58,8.498781451306144,2.4074740643714096,8.862914662445387
59,8.660321731435554,2.39349137705478,9.207978060199345
60,8.827733090688652,2.4810085299676903,10.57151291060429
61,8.40143505680378,2.337738237958604,10.847492803210871
62,8.452203437601616,2.587826276068309,12.805107585426198
63,8.290247786311348,2.351694966119239,13.886680156620885
64,8.442573872476675,2.3753307155696026,14.595106710389908
65,8.508051247151496,2.537621335555547,15.693717357221212
66,8.718221445557397,2.484440801645486,15.503016105424786
67,8.531583419039523,2.5746591136181887,16.021492348592133
68,8.424336752917702,2.6536245296921424,17.01646333079421
69,7.969084289804175,2.600597902754118,18.49423155677132
70,8.354327852521507,2.442707705270693,18.91410469586047
71,8.123402554665162,2.561911491705993,19.602539336652043
72,8.782307075268395,2.2909040628847412,19.25865171092124
73,10.250044109575022,2.4604815775785602,18.455902721580784
