minutes,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
56,1.896104716666667,0.5428892166666668,1.5547777500000004
57,2.359275966666667,0.5363329333333333,1.0985804499999998
58,1.6289075333333336,0.34505690000000006,2.0205477166666665
59,1.3411438666666664,0.42818174999999997,2.2253120500000003
60,1.730506766666667,0.4125166333333334,1.8517574500000002
61,1.5269710500000002,0.33192124999999995,2.1361689833333335
62,1.4118777833333331,0.4379183666666667,2.14518175
63,1.2072396166666663,0.3852695,2.4029660499999994
64,1.0357236499999998,0.45830058333333334,2.5012548833333335
65,1.213722266666667,0.38889919999999994,2.392939366666667
66,1.0319736833333335,0.29629911666666675,2.6676485333333333
67,0.8249019666666665,0.3535572333333334,2.8173731333333336
68,1.580567416666667,0.5322563500000002,1.8823213999999997
69,1.1344019666666665,0.3530703333333334,2.50835985
70,0.8595069333333333,0.30189435000000003,2.8348558000000006
71,0.8710855833333334,0.30448121666666667,2.820591333333333
72,1.1561754666666668,0.24965431666666663,2.5905877666666663
73,0.5788297833333335,0.3357533,1.0528713666666667
