minutes,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
56,18.01250782322593,5.5431695419175515,17.126292983394393
57,18.730412994147546,5.488061605668713,17.577212722075352
58,18.68391298544259,5.402477181346548,21.645387179634955
59,19.045753296286254,5.365734900189761,22.174658461307494
60,19.42800777906801,5.537606389667926,25.17734001224406
61,18.48121210413885,5.183297191590332,25.663091746395057
62,18.59702708250195,5.731858432363817,30.023038976515775
63,18.253862782710737,5.199206134495704,32.44028972891639
64,18.56339870370583,5.269419726417144,34.01656138938282
65,18.664967823625947,5.597703181034389,36.571539412182204
66,19.118533313663743,5.46174658952566,36.098624282070794
67,18.703502055401206,5.688369582900397,37.29258008839343
68,18.450090159010827,5.859167298739252,39.47097156057443
69,17.47306888865017,5.73709100262163,42.94173433870821
70,18.35408835311724,5.389765240703183,43.92245671275905
71,17.80809135509976,5.669989268738142,45.540415062251625
72,19.272566092646567,5.080002563852287,44.7959625314207
73,22.572240645912757,5.420530752948206,42.87736493088689
