minute,tegra
81,18.422202772724294
82,17.825360013456383
83,18.602142328020133
84,18.928852424529868
85,19.048837406258745
86,19.036688779070015
87,19.16759784661753
88,19.06620923091618
89,19.108201327296555
90,19.18809124540822
91,19.11769287621544
92,19.16860315600703
93,19.046800006144775
94,19.2032865365275
95,19.208192705258675
96,19.157246019217546
