# started on Thu Apr 13 15:54:06 2023

     1.000197905,9.07,Joules,power/energy-ram/,1000188289,100.00,,
     1.000197905,20.94,Joules,power/energy-pkg/,1000187220,100.00,,
     2.000461855,11.49,Joules,power/energy-ram/,1000260147,100.00,,
     2.000461855,21.71,Joules,power/energy-pkg/,1000261340,100.00,,
     3.000685293,23.05,Joules,power/energy-ram/,1000211500,100.00,,
     3.000685293,29.98,Joules,power/energy-pkg/,1000207714,100.00,,
     4.000893352,13.39,Joules,power/energy-ram/,1000201867,100.00,,
     4.000893352,22.63,Joules,power/energy-pkg/,1000206048,100.00,,
     5.001123213,7.55,Joules,power/energy-ram/,1000222171,100.00,,
     5.001123213,19.93,Joules,power/energy-pkg/,1000220571,100.00,,
     6.001352798,8.31,Joules,power/energy-ram/,1000221633,100.00,,
     6.001352798,20.31,Joules,power/energy-pkg/,1000232136,100.00,,
     7.001563254,8.54,Joules,power/energy-ram/,1000202427,100.00,,
     7.001563254,20.23,Joules,power/energy-pkg/,1000190351,100.00,,
     8.001799305,7.71,Joules,power/energy-ram/,1000228466,100.00,,
     8.001799305,19.76,Joules,power/energy-pkg/,1000229189,100.00,,
     9.002040816,8.59,Joules,power/energy-ram/,1000233736,100.00,,
     9.002040816,20.25,Joules,power/energy-pkg/,1000233404,100.00,,
    10.002249555,7.98,Joules,power/energy-ram/,1000198928,100.00,,
    10.002249555,20.05,Joules,power/energy-pkg/,1000195216,100.00,,
    11.002434571,8.22,Joules,power/energy-ram/,1000179380,100.00,,
    11.002434571,20.20,Joules,power/energy-pkg/,1000181203,100.00,,
    12.002646942,8.31,Joules,power/energy-ram/,1000205754,100.00,,
    12.002646942,20.08,Joules,power/energy-pkg/,1000208527,100.00,,
    13.002885160,7.89,Joules,power/energy-ram/,1000228369,100.00,,
    13.002885160,19.83,Joules,power/energy-pkg/,1000225274,100.00,,
    14.003119546,9.04,Joules,power/energy-ram/,1000226773,100.00,,
    14.003119546,20.36,Joules,power/energy-pkg/,1000226520,100.00,,
    15.003335643,8.75,Joules,power/energy-ram/,1000209833,100.00,,
    15.003335643,20.18,Joules,power/energy-pkg/,1000212306,100.00,,
    16.003579190,7.08,Joules,power/energy-ram/,1000234467,100.00,,
    16.003579190,19.83,Joules,power/energy-pkg/,1000231500,100.00,,
    17.003782990,8.42,Joules,power/energy-ram/,1000197714,100.00,,
    17.003782990,20.19,Joules,power/energy-pkg/,1000200304,100.00,,
    18.004008540,8.32,Joules,power/energy-ram/,1000219282,100.00,,
    18.004008540,20.07,Joules,power/energy-pkg/,1000220387,100.00,,
    19.004240653,8.42,Joules,power/energy-ram/,1000223190,100.00,,
    19.004240653,19.96,Joules,power/energy-pkg/,1000222151,100.00,,
    20.004495328,8.35,Joules,power/energy-ram/,1000246611,100.00,,
    20.004495328,20.08,Joules,power/energy-pkg/,1000245275,100.00,,
    21.004727004,8.79,Joules,power/energy-ram/,1000225000,100.00,,
    21.004727004,20.24,Joules,power/energy-pkg/,1000226449,100.00,,
    22.004948238,7.29,Joules,power/energy-ram/,1000213320,100.00,,
    22.004948238,19.82,Joules,power/energy-pkg/,1000213250,100.00,,
    23.005189481,10.31,Joules,power/energy-ram/,1000232947,100.00,,
    23.005189481,21.44,Joules,power/energy-pkg/,1000231636,100.00,,
    24.005372582,7.84,Joules,power/energy-ram/,1000175566,100.00,,
    24.005372582,19.93,Joules,power/energy-pkg/,1000175250,100.00,,
    25.005579894,8.42,Joules,power/energy-ram/,1000200591,100.00,,
    25.005579894,19.95,Joules,power/energy-pkg/,1000202128,100.00,,
