minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1131,,,,
1133,,5.995172243445346,8.548943811677166,11.72259901174505
1134,,4.691340750152584,9.016205800299298,9.905953903856764
1135,,6.076710696463325,7.12566250904678,10.62093999760879
1136,,7.06668675107334,12.843223243585633,11.419978617843578
1137,,6.239110454230343,10.082688316509243,10.593157889330392
1138,,5.100278211084448,7.896366630379656,12.547194773494306
1139,,7.015587696454513,7.955137915482744,13.696690336860893
1140,,4.304152500655968,8.36731674508884,8.806348918196525
1141,,6.196183578354226,8.813093833684293,12.105737384712974
1142,,5.64025926723648,9.38585923207176,11.197448070666997
1143,,7.705250977825723,8.558785104577284,12.380576137976142
1144,,7.775048670323444,10.490674777604715,10.99331261373239
1145,,,,
