minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1131,5.7017301147490365,11.55443984310497,7.263194189425051,
1133,9.641701691925343,19.70464661675897,8.20670149452678,
1134,8.965016274363593,15.817018452597646,7.728786942013204,
1135,7.487728145077509,16.238406026866993,6.589987650811524,
1136,11.345910032206541,16.475590165300698,8.973171654905917,
1137,9.063102948574777,14.805241695857815,7.292417890934662,
1138,8.453845868672431,18.861417221341366,8.151660135683462,
1139,8.390259031552532,23.517348479136196,9.758410096727223,
1140,7.092507474774149,13.927216497398096,8.00057719996236,
1141,6.701446169862669,14.501065128607735,6.940264315486205,
1142,8.45435295544561,18.334849691521093,7.441423957371788,
1143,7.1744085246703895,18.93659439108766,8.721383679549637,
1144,,,,
