minute,perf_rapl,ipmi,x_rest
1133,87.40846153846154,232.1153846153846,144.7069230769231
1134,89.39266666666667,232.48333333333332,143.09066666666666
1135,90.40249999999999,236.26666666666668,145.86416666666668
1136,89.305,233.2,143.895
1137,86.761,229.6,142.839
1138,89.11847457627118,232.98305084745763,143.86457627118645
1139,86.85033333333334,229.43333333333334,142.583
1140,86.41983333333333,228.75,142.33016666666666
1141,98.09733333333334,241.8,143.70266666666666
1142,88.27283333333334,231.96666666666667,143.69383333333332
1143,94.86216666666665,240.21666666666667,145.3545
1144,87.89833333333333,231.55,143.65166666666667
1145,88.26153846153846,232.23076923076923,143.96923076923076
