seconds,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
66867,20.96,9.69,128847859.0,124.0,125799701669.0,30101243.0,0.13425101666666667,8.0,49.520115,2.86,1.0,5.4,103.03999999999999
66868,20.91,9.46,227171577.0,123.0,125829802912.0,38851328.0,0.15093116666666667,9.0,30.101243,2.86,1.0,5.0,102.09
66869,31.59,22.94,2599323178.0,103.0,125868654240.0,42150546.0,0.16760916666666667,10.0,38.851328,2.71,0.0,4.7,71.41
66870,24.61,16.28,1785760843.0,147.0,125910804786.0,32666238.0,0.18428516666666667,11.0,42.150546,2.71,0.0,4.6,122.39
66871,21.2,10.42,256029392.0,123.0,125943471024.0,30119751.0,0.20096445,12.0,32.666238,2.71,2.0,4.3,101.8
66872,20.72,9.82,247178555.0,109.0,125973590775.0,29756637.0,0.21764351666666668,13.0,30.119751,2.71,2.0,4.4,88.28
66873,19.96,7.79,130607485.0,108.0,126003347412.0,30309967.0,0.23432218333333335,14.0,29.756637,2.71,0.0,4.1,88.03999999999999
66874,20.66,9.44,190167010.0,104.0,126033657379.0,32085501.0,0.2510018666666667,15.0,30.309967,2.71,0.0,4.0,83.34
66875,24.4,17.51,480220899.0,95.0,126065742880.0,35213981.0,0.26767626666666666,16.0,32.085501,2.57,0.0,4.0,70.6
66876,24.86,17.84,846255194.0,99.0,126100956861.0,38131851.0,0.28435393333333336,17.0,35.213981,2.57,0.0,3.8,74.14
66877,25.38,19.17,389713117.0,126.0,126139088712.0,36029745.0,0.3010311,18.0,38.131851,2.57,1.0,3.9,100.62
66878,24.56,17.72,328549983.0,140.0,126175118457.0,37067349.0,0.3177081166666667,19.0,36.029745,2.57,1.0,3.8,115.44
66879,32.41,23.42,1514256450.0,127.0,126212185806.0,63508647.0,0.33438881666666664,20.0,37.067349,2.53,2.0,3.8,94.59
66880,55.81,30.43,5436847948.0,139.0,126275694453.0,89423523.0,0.35106155,21.0,63.508647,2.53,2.0,4.0,83.19
66881,69.06,34.62,11956836911.0,176.0,126365117976.0,104284587.0,0.36772245,22.0,89.423523,2.53,19.0,4.4,106.94
66882,74.86,35.13,18225770312.0,203.0,126469402563.0,115887501.0,0.38440108333333334,23.0,104.284587,2.53,19.0,4.7,128.14
66883,76.86,34.83,21341421402.0,218.0,126585290064.0,109499592.0,0.40107838333333334,24.0,115.887501,2.53,31.0,4.9,141.14
66884,84.69,37.09,24385022082.0,217.0,126694789656.0,127100331.0,0.41775645,25.0,109.499592,2.53,31.0,5.1,132.31
66885,84.63,36.03,29829332737.0,225.0,126821889987.0,133766695.0,0.4344435833333333,26.0,127.100331,3.13,42.0,5.7,140.37
66886,94.52,37.15,43993664849.0,243.0,126955656682.0,136674378.0,0.45111223333333333,27.0,133.766695,3.13,42.0,5.9,148.48000000000002
66887,89.83,36.19,36278223939.0,242.0,127092331060.0,132857563.0,0.46779215,28.0,136.674378,3.13,49.0,6.3,152.17000000000002
66888,102.34,36.78,51462742645.0,235.0,127225188623.0,160894454.0,0.4844653,29.0,132.857563,3.13,49.0,6.6,132.66
66889,114.27,38.03,64430810787.0,242.0,127386083077.0,166177421.0,0.5011405333333333,30.0,160.894454,4.24,57.0,6.8,127.73
66890,109.11,36.84,59834542904.0,258.0,127552260498.0,161233110.0,0.5178152333333333,31.0,166.177421,4.24,57.0,7.0,148.89
66891,104.29,38.77,41092680639.0,257.0,127713493608.0,149091444.0,0.5344999166666666,32.0,161.23311,4.24,63.0,7.2,152.70999999999998
66892,100.94,36.88,49350373188.0,252.0,127862585052.0,149065856.0,0.5511820333333334,33.0,149.091444,4.24,63.0,7.2,151.06
66893,101.57,37.03,53692899796.0,249.0,128011650908.0,141085385.0,0.5678585,34.0,149.065856,4.24,44.0,7.1,147.43
