minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1131,86.27913425847953,,9.646625251378177,23.41189197802576,18.173944411431403
1133,123.25068615044131,,12.701613701999484,28.014118086878906,34.158222874109164
1134,113.86110032942672,,11.513073410172094,31.321622532767222,31.451294864470228
1135,105.50594161868224,,10.361748762272441,30.532252081670368,29.07561572892259
1136,170.0776723697835,,16.878804156425197,33.285835879887536,32.80577825795415
1137,122.21763261218636,,13.446393228546714,26.979345644589532,27.476748605254322
1138,138.38427805717438,,11.376463735097358,29.41725703753977,28.127424441212042
1139,116.22520350415466,,8.827948407402552,28.727512086331366,28.87454091096452
1140,137.85151550861517,,10.094904192376177,27.673882156226952,24.14706785146689
1141,99.7674301024046,,12.659686720058472,25.19509910478193,27.130939383089242
1142,131.03789519549616,,9.506718168712752,25.371863730301033,19.362436052463135
1143,,,,,
