minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1131,5.187816282114941,2.537125102271159,3.299250848939848,14.092026194793775,
1133,6.407013511813514,4.921738819653518,4.483626615169167,20.777228571638965,
1134,7.1622243973896635,4.530924370900779,4.063374018625568,19.19104551808722,
1135,6.729232995742948,4.037199934221589,3.524776932425101,17.139700592257714,
1136,7.538870939475177,4.68103401265412,5.900385247520758,28.393160115008772,
1137,5.912780594119174,3.7937639265732934,4.548393317717404,19.743030014160833,
1138,6.440416252219289,3.8795945395549887,3.8442436187449895,22.33151058492467,
1139,6.075235299828053,3.84702302622368,2.8814874136618776,18.11694598014792,
1140,5.870867917476787,3.227314101473886,3.3054171598993296,21.55576073658791,
1141,5.309353692826837,3.60192800870633,4.1175643835560845,15.496512074384473,
1142,5.258383142804404,2.528159465589173,3.0410413779041496,20.017800298220152,
1143,,,,,
