minute,perf_rapl,ipmi,x_rest
1133,93.17941176470588,236.7941176470588,143.61470588235292
1134,96.73700000000001,242.45,145.71300000000002
1135,96.73116666666667,243.28333333333333,146.55216666666666
1136,94.4222033898305,240.3728813559322,145.9506779661017
1137,102.14333333333335,247.03333333333333,144.89
1138,95.173,239.56666666666666,144.3936666666667
1139,101.08683333333333,246.76666666666668,145.67983333333333
1140,101.52,248.95,147.42999999999998
1141,109.08516666666667,255.23333333333332,146.14816666666667
1142,101.59766666666665,247.48333333333332,145.88566666666665
1143,107.34483333333333,253.81666666666666,146.47183333333334
1144,107.56863636363636,252.22727272727272,144.65863636363636
