minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1131,,,,,
1133,8.708498145768557,,5.562320565178301,5.435672125648097,10.190078378154078
1134,6.450784480327623,,5.478925237197929,7.556912117753697,8.248494810507879
1135,6.4370992613713565,,7.714645039020936,8.666253805141256,6.6633854973545645
1136,7.68880374208061,,9.087164990374632,8.092010478153835,10.512460826020652
1137,10.732499587174171,,7.2531088055408395,8.12020564373715,8.971200396384587
1138,6.767404640373041,,6.186875155890035,7.549880759457231,9.516867738088694
1139,10.549763103413367,,6.606480557599849,7.976456699570585,8.468896034613572
1140,9.277792160807666,,7.306151396699486,9.214963492579976,7.861935542697329
1141,9.159236850142127,,6.877203496034507,7.846708286953722,11.029717766851242
1142,6.809734542325841,,6.513410555587439,7.45206885489967,7.642321672433825
1143,8.17126941727544,,5.779985975629587,9.19854502377807,11.808943980726092
1144,,,,,
