minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1158,13.415794405141227,0.9862358177415946,3.5930454223851287,4.795531693080301
1159,12.776360804288327,0.7771467313063894,2.834180445248558,5.995972650784438
1160,10.847327288740006,1.1001159140997427,3.21903105221213,3.7534490633441893
1161,11.962651059476883,1.3993372267620823,3.0717152962642364,5.931703109152127
1162,8.430525662017875,1.3535887373020974,3.2186146269638325,4.516087730642558
1163,7.923023683490162,1.4607656508939162,3.0665600727646924,3.3534672808165857
1164,8.82891151529607,1.8240830117794893,3.505802980435198,3.799682390192717
1165,8.255233984667656,1.7803001910041971,3.324301623727968,2.993581748852685
1166,11.644524617804253,1.2438647216318204,4.278398368296916,3.358741541541656
1167,11.339508279639695,1.2585552573760204,4.192793168969539,3.6141474094010158
1168,15.374538068070937,1.2500278620202625,4.044167846678817,4.550394582673171
