minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1158,2.2290124287934003,1.239228143193282,4.89491763722984,3.176969303828642
1159,1.7582364527160996,0.9765028642245874,4.661612421293259,3.9722438047119875
1160,1.996985671082796,1.3823211213815432,3.9577808111094894,2.486604869056629
1161,1.9055956071222429,1.7582996297909408,4.364720410192005,3.929666177452926
1162,1.9967273339495288,1.700815593389569,3.0759810047711933,2.9918417835401243
1163,1.9023974685231313,1.8354858672067547,2.890812664335658,2.221622813570591
1164,2.174889960367829,2.2920025444768135,3.2213369845025905,2.5172337689601774
1165,2.0622922243573782,2.2369884162966245,3.012023679754915,1.9832039350985455
1166,2.6541838516287553,1.5629448268277177,4.248648064180518,2.225116933825935
1167,2.6010770770577305,1.5814038251781197,4.137359100721686,2.3943195695582213
1168,2.5088745993057158,1.5706889554452508,5.609589360196355,3.0145695690679557
