minute,perf_rapl,igpm,x_rest
1158,45.0892,78.59237421650387,33.50317421650388
1159,44.3945,73.16775851459371,28.773258514593707
1160,42.35966666666666,71.52913569934171,29.169469032675046
1161,40.49466666666667,66.84826371473333,26.353597048066668
1162,46.54333333333333,78.96999122655299,32.426657893219655
1163,48.94833333333334,79.74896078242226,30.800627449088918
1164,46.921166666666664,79.00050162096043,32.07933495429376
1165,49.521499999999996,78.73308279321031,29.21158279321031
1166,50.37133333333334,81.84489269363445,31.47355936030112
1167,44.75966666666667,74.60442562088345,29.844758954216786
1168,49.29233333333333,80.78295368757382,31.49062035424049
1169,54.32285714285714,64.97375015488156,10.650893012024401
