timestamp,rapl_uj
2023-07-21 00:43:10.999735788,270464346854
2023-07-21 00:43:12.000562888,270513687075
2023-07-21 00:43:13.001302686,270543188538
2023-07-21 00:43:14.001978225,270579869120
2023-07-21 00:43:15.002702359,270621479724
2023-07-21 00:43:16.003458468,270653113999
2023-07-21 00:43:17.004143748,270683350428
2023-07-21 00:43:18.004883639,270712359971
2023-07-21 00:43:19.005689485,270741727030
2023-07-21 00:43:20.006407986,270770643614
2023-07-21 00:43:21.007173216,270799993836
2023-07-21 00:43:22.007979361,270828750592
2023-07-21 00:43:23.008569662,270858152594
2023-07-21 00:43:24.00927561,270886828716
2023-07-21 00:43:25.010046862,270915723020
2023-07-21 00:43:26.010756965,270944422204
2023-07-21 00:43:27.01164808,270973037228
2023-07-21 00:43:28.01230023,271002024322
2023-07-21 00:43:29.012912787,271030878180
2023-07-21 00:43:30.013755258,271059456072
2023-07-21 00:43:31.014473527,271088151220
2023-07-21 00:43:32.015114556,271116753480
2023-07-21 00:43:33.015778054,271145793114
2023-07-21 00:43:34.016414697,271174800672
2023-07-21 00:43:35.017187874,271203508731
2023-07-21 00:43:36.017856422,271232648445
2023-07-21 00:43:37.018590002,271261382289
2023-07-21 00:43:38.019307211,271290178401
2023-07-21 00:43:39.020066493,271319254839
2023-07-21 00:43:40.020902061,271348003912
2023-07-21 00:43:41.02164662,271376935218
2023-07-21 00:43:42.022351392,271405595644
2023-07-21 00:43:43.023075621,271434456661
2023-07-21 00:43:44.023829269,271463337964
2023-07-21 00:43:45.024629823,271492507212
2023-07-21 00:43:46.025388295,271521328443
2023-07-21 00:43:47.026078812,271550085168
2023-07-21 00:43:48.026855648,271578932058
2023-07-21 00:43:49.027685787,271608142380
2023-07-21 00:43:50.028370988,271636996230
2023-07-21 00:43:51.029075583,271666088315
2023-07-21 00:43:52.029802322,271694711152
2023-07-21 00:43:53.030528892,271723834444
2023-07-21 00:43:54.031187316,271752504552
2023-07-21 00:43:55.03191323,271781268747
2023-07-21 00:43:56.032672766,271810062708
2023-07-21 00:43:57.033426898,271839080400
2023-07-21 00:43:58.034245253,271867971222
2023-07-21 00:43:59.034996063,271896825429
2023-07-21 00:44:00.035697951,271925524462
